Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Chest Mate,"Action, Casual, Strategy",$4.99,OptizOnion,Apr 8 2022,n/a,80.0,10
3D Arcade Fishing,"Casual, Simulation, Sports",$4.99,bumblebee,Dec 20 2016,n/a,51.0,37
Drop Doll,Casual,$1.99,No.25,Feb 12 2024,n/a,82.0,78
InfinitasDM,"RPG, Strategy",$9.99,"Atom Switch, Inc.",Nov 28 2016,n/a,53.0,39
Cosmic Coliseum: Prologue,"Action, Indie",Free,Exane Games,Jun 9 2023,n/a,79.0,64
Road to Ballhalla,"Action, Adventure, Indie, Racing",$14.99,Torched Hill,Aug 5 2016,n/a,85.0,41
Thief™ Gold,"Action, Simulation",$6.99,Looking Glass Studios,Nov 30 1998,n/a,92.0,3011
Hyper Hentai Devil Hell,"Casual, Indie, Strategy",$0.99,"GentleDriver, Puzzle L Porject",May 5 2023,n/a,90.0,43
Fortoresse,"Action, Free To Play, Strategy",Free,Atelier 801,Mar 14 2014,n/a,80.0,66
NEKOKORO,"Adventure, Casual, Indie, Simulation",$4.99,Mikołaj Spychał,Aug 16 2018,n/a,87.0,82
OnlyGame: Athlete Girls,Casual,$1.99,Black Hole,Jul 23 2021,n/a,72.0,11
8-Bit Adventures 2,"Adventure, Indie, RPG",$19.99,Critical Games,Jan 31 2023,n/a,95.0,203
DeerHunterX,"Casual, Indie, Simulation",$10.99,Hunterx,Apr 21 2018,n/a,16.0,24
Expedia Cenote VR,"Adventure, Casual, Free To Play",Free,"Jae Lake, Gloria Hsieh, Emily Gjertsson, Rachel Ye, Morgan Graham",Oct 1 2018,n/a,71.0,21
Forest Below,Casual,Free,Team Arborium,May 17 2018,n/a,92.0,14
Drifting in Space,"Action, Casual, Indie",$0.99,Tobias Hendricks,Feb 28 2020,n/a,80.0,10
A Day - to bring them happiness,"Action, Adventure, Casual, Indie, Simulation",$0.99,"Ivan Zanotti's MyMadnessWorks, Dinobird",Feb 4 2021,n/a,88.0,18
Tequila Zombies 3,"Action, Indie",$2.99,IriySoft,Apr 6 2017,n/a,76.0,128
Chester: Into The Light,"Action, Adventure, Indie",$9.99,Daniel George,Jul 21 2023,n/a,84.0,13
Struggling,"Action, Adventure, Casual, Indie",$14.99,Chasing Rats Games,Aug 27 2020,n/a,92.0,364
SMYS : Classic,"Action, Casual, Indie, Strategy, Free To Play",Free,StarvingFox Studio,Apr 15 2024,n/a,90.0,22
Luna's Wandering Stars,"Action, Indie, Simulation",$9.99,Serenity Forge,May 15 2015,n/a,82.0,23
Hidden Protector : ROADTRIP (Preface),"Adventure, Casual, Indie",Free,June Studio,Sep 14 2020,n/a,91.0,23
True Love ～Confide to the Maple～,"Adventure, Casual, Indie",$11.99,SP-time,Oct 5 2016,n/a,84.0,1273
Wunderling DX,"Action, Adventure, Indie",$14.99,Bitwave Games,Mar 5 2020,n/a,95.0,98
Vtuber Broadcast Tool Mac supported,Video Production,Free,Softmind Ltd,Jan 17 2021,n/a,50.0,14
Gourmet Warriors,Action,$12.99,Winds,Jul 3 2019,n/a,75.0,20
Drift Experience Japan,"Casual, Free To Play, Indie, Racing, Simulation, Sports",Free To Play,Game Development Alexander Lamers,Feb 7 2023,n/a,54.0,582
Flora and Sauna,"Casual, Indie, Simulation",$12.99,"ObcerdProductions, EnroandOz",Jun 6 2022,n/a,78.0,19
Heaven Dust 2,"Action, Adventure, Indie, RPG",$14.99,One Gruel Studio,Jan 5 2022,n/a,90.0,671
Horror Legends,"Action, Indie",$4.99,October Games,Sep 24 2021,n/a,89.0,110
No Rest for the Wicked,"Action, Adventure, RPG, Early Access",$39.99,Moon Studios GmbH,Apr 18 2024,n/a,76.0,25419
Happy Island Life,"Action, Adventure, Casual, Indie, RPG",$2.99,William at Oxford,Mar 28 2022,n/a,60.0,10
The Great Tournament,"Adventure, Indie, RPG",$5.99,Hosted Games,Mar 3 2017,n/a,92.0,25
REPLAY BOYS,Adventure,$9.99,Split Narrative Inc.,Oct 25 2023,n/a,95.0,64
Tony Tough and the Night of Roasted Moths,"Adventure, Casual",$9.99,Nayma Software,Dec 1 1997,n/a,70.0,34
Eremidia - Archivist's Curse,"Adventure, Free To Play, RPG",Free,Crescent Sun,Aug 15 2022,n/a,94.0,51
Survival Odyssey,"Action, Adventure, Indie, RPG, Strategy, Early Access",$6.99,Phoenix Game,Mar 8 2024,n/a,40.0,20
Tugboat Terror,Adventure,Free,Complicated Fish Games,Nov 3 2023,n/a,95.0,23
WordWar,"Action, Casual, Free To Play, Indie, Sports, Strategy",Free,Bacon Strips,Sep 1 2022,n/a,80.0,10
Death Rally (Classic),Racing,Free,Remedy,Sep 6 1996,n/a,90.0,710
Might & Mayhem,"Free To Play, Massively Multiplayer, RPG, Strategy",Free To Play,Kiz Studios,Jun 5 2017,n/a,56.0,88
Click Legends,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$2.99,Mad Labyrinth Studios LLC,May 29 2019,n/a,55.0,34
Roll On Dice,"Casual, Indie, Strategy",$4.99,Edalbung,Sep 12 2022,n/a,100.0,10
Mythic Ocean: Prologue,"Adventure, Indie, Free To Play",Free,Paralune LLC,Oct 7 2019,n/a,96.0,91
Webventure,"Action, Adventure, Indie, Simulation",$7.99,Moodming,Sep 15 2023,n/a,39.0,43
Burrow of the Fallen Bear: A Gay Furry Visual Novel,"Casual, RPG",$19.99,Male Doll,Aug 5 2022,n/a,80.0,15
StarCrawlers Chimera,"Adventure, Indie, RPG",$19.99,Juggernaut Games,May 13 2024,n/a,72.0,36
Gladiator Manager,"Indie, Simulation, Sports, Strategy",$7.99,Eternity Games,Jan 28 2021,n/a,77.0,103
Cavalry Girls,"Indie, RPG, Strategy",$9.99,中子星游戏研究所,Oct 20 2023,n/a,89.0,1435
DREAM TIME,"Casual, Indie, RPG",$7.99,AI mainland Game studio,Jun 18 2021,n/a,100.0,23
Galaxy Trucker: Extended Edition,"Indie, Strategy",$9.99,CGE Digital,Mar 7 2019,n/a,91.0,184
Hotel Blind,"Casual, Indie, Simulation",$1.99,Serellan LLC,Apr 5 2016,n/a,31.0,19
Twin Mind: Murderous Jealousy Collector's Edition,"Adventure, Casual",$6.99,DominiGames,Mar 22 2021,n/a,57.0,14
Onmyoji in the Otherworld: Sayaka's Story,"Adventure, Strategy",$19.99,Debonosu Works,Sep 21 2021,n/a,71.0,14
Mega Maze,"Casual, Indie",Free To Play,Chronova,Jun 23 2017,n/a,73.0,19
Girls of The Tower,"Adventure, Indie, Strategy",$6.99,Robo Cat,Feb 23 2024,n/a,85.0,502
I'm an adventurer,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$2.99,CHOU CHENG LU,Oct 23 2018,n/a,90.0,22
Grayscale Memories,"Adventure, Indie",$4.99,Starry Seaweed Game Studio Ltd.,Jul 19 2022,n/a,87.0,16
Machina of the Planet Tree -Planet Ruler-,"Indie, RPG",$12.99,Denneko Yuugi,Jul 28 2015,n/a,81.0,121
Alicemare,"Adventure, Indie",$2.99,△○□× (Miwashiba),Nov 21 2016,n/a,88.0,987
Games and Girls,"Casual, Indie",$0.99,Kotovodk Studio,Apr 9 2021,n/a,89.0,49
My Singing Monsters,"Simulation, Free To Play",Free To Play,Big Blue Bubble,Mar 24 2021,n/a,93.0,38705
Drifter,"Action, Indie, Simulation, Early Access",$11.99,Celsius Game Studios,Mar 4 2014,n/a,58.0,180
cyber_serpent,"Action, Casual, Indie",Free,Q-Bit Digital,Dec 8 2023,n/a,97.0,45
Arid,"Action, Adventure, Simulation",Free,Sad Viscacha Studio,Jun 29 2021,n/a,86.0,1808
Toro,"Action, Indie, Simulation, Sports",$4.99,Recotechnology S.L.,Jan 26 2016,n/a,77.0,35
Tiny Dino: Royale,"Action, Casual, Indie, Free To Play",Free To Play,Tiny Shiny Things,Jul 12 2024,n/a,61.0,36
Spy Bros. (Pipi & Bibi's DX),Action,$12.99,"RAWRLAB Games, Tatsujin Co., Ltd., Toaplan",Feb 14 2023,n/a,95.0,20
Full Bore,"Adventure, Casual, Indie",$14.99,Whole Hog Games,May 6 2014,n/a,87.0,74
Bakery Biz Tycoon,"Casual, Indie, Simulation, Strategy",$6.99,Bango.Games,Nov 25 2021,n/a,36.0,22
Operator,"Simulation, Strategy, Early Access",Free To Play,30 Matches,Aug 5 2020,n/a,89.0,29
Oedo Trigger VR!!,Action,$16.99,CQC Software,Aug 29 2023,n/a,82.0,17
Space Love Delta,"Casual, Indie, Simulation",$5.99,Kavorkaplay,Oct 19 2020,n/a,9.0,11
Russian Front,Strategy,$14.99,Electric Rune,Jul 23 2015,n/a,21.0,23
EvoluShip,"Action, Indie",$4.99,"JOZGamer, RFL Art, Hatus Quemuel, Aolriki, GustaIlustra",Aug 23 2024,n/a,72.0,36
Otokomizu～漢水～,"Action, Indie",$19.99,BIG BOYS STUDIO,Feb 28 2019,n/a,90.0,30
Lakeburg Legacies,"RPG, Simulation, Strategy",$22.99,Ishtar Games,Jul 20 2023,n/a,71.0,901
Don't Touch this Button!,"Casual, Indie",$3.99,9 Eyes Game Studio,Aug 31 2021,n/a,95.0,61
Mosaique Neko Waifus 4,"Casual, RPG",$2.99,Lil Hentai Games,Feb 12 2021,n/a,95.0,4301
Numeral Lord,"Casual, Indie, Strategy, Early Access",$2.99,Flint Games,Oct 14 2022,n/a,93.0,58
DOOMBRINGER,"Action, Indie, Early Access",$14.99,Anomic Games,Jun 4 2021,n/a,82.0,52
Last Day of Zombies,"Action, Casual, Indie, Simulation",$99.99,bike studio,May 12 2023,n/a,100.0,10
Tennis Elbow 2013,"Simulation, Sports",$14.99,Mana Games,Jan 24 2013,n/a,93.0,641
CURSED NIGHT - The House,"Adventure, Indie",$7.99,VR Pirates Game Studio,Sep 17 2021,n/a,84.0,32
Pandamonium,"Action, Indie, Simulation",Free To Play,Black Banshee Studios,Apr 26 2023,n/a,81.0,16
Redout: Enhanced Edition,Racing,$19.99,34BigThings srl,Sep 2 2016,n/a,85.0,3325
Flaws in the People We Love,Free To Play,Free,Gersh Games LLC,May 1 2019,n/a,66.0,42
Super High Ball: Pinball Platformer,Racing,$9.99,Emberstone Interactive,May 15 2020,n/a,96.0,29
The Valiant,"RPG, Strategy",$24.99,KITE Games,Oct 19 2022,n/a,60.0,178
Call of Farming,"Casual, Indie, Simulation",Free To Play,Mavi Game,Aug 3 2023,n/a,54.0,11
Rocks and Rockets,"Adventure, Indie",$0.99,"Metal Fox, Nullysun Studio",Oct 4 2017,n/a,60.0,10
Moth Planet,Adventure,$9.99,Moth Fried Games,Jul 26 2024,n/a,100.0,16
They Came From Venus,"Action, Adventure",$9.99,SureAI,Jul 22 2024,n/a,36.0,11
The Last Spark,"Adventure, Casual, Indie",Free,"Electronic Revolution Studios, LLC",Aug 20 2021,n/a,80.0,10
Fabric Of Reality,"Action, Casual, Indie",$6.99,_Jester_,Dec 14 2022,n/a,94.0,38
Iso Racer,"Action, Casual, Racing, Sports, Free To Play, Early Access",Free To Play,Pogo Concepts,May 12 2023,n/a,71.0,269
Remember Me,"Action, Adventure",$29.99,DONTNOD Entertainment,Jun 3 2013,n/a,83.0,10129
Captive,"Indie, RPG",$1.99,Dead Inside Studio,Apr 8 2018,n/a,92.0,79
Before The Sun Rises,"Adventure, Casual, Indie",Free To Play,Ai Xia,Jan 8 2024,n/a,77.0,22
Tilecraft,"Casual, Indie, Strategy",$4.99,Stephen Hubbard,Oct 27 2022,n/a,68.0,47
Reassembly,"Action, Indie, Strategy",$14.99,Anisoptera Games,Feb 19 2015,n/a,94.0,3420
Inner Tao,Indie,$2.99,"Lucas Le Slo, Sergi Sabater",Apr 12 2021,n/a,91.0,23
Quadrilateral Cowboy,"Action, Adventure, Indie",$19.99,Blendo Games,Jul 25 2016,n/a,92.0,796
The Kobolds Left Behind,"Adventure, Indie, RPG",$5.99,Archive Entertainment,Jul 7 2022,n/a,82.0,17
The Wild Case,"Adventure, Indie",$8.99,Specialbit Studio,Apr 6 2021,n/a,85.0,186
Faulty Apprentice,"Action, Adventure, Casual, Indie, RPG, Simulation",$19.99,AGL studios,Nov 12 2019,n/a,78.0,132
Love Island,RPG,$2.99,Anime Mania,Jun 1 2024,n/a,88.0,17
Company of Heroes 2 - Ardennes Assault,Strategy,$19.99,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)",Nov 17 2014,n/a,42.0,294
コイカツ！ / Koikatsu Party,Simulation,$59.99,ILLUSION,Jun 10 2019,n/a,92.0,5271
The Midnight Sanctuary,"Adventure, Indie",$9.99,CAVYHOUSE,Oct 3 2018,n/a,95.0,24
"Warhammer 40,000: Inquisitor - Prophecy","Action, Adventure, Indie, RPG",$24.99,NeocoreGames,Jul 30 2019,n/a,79.0,2583
Pyramid VR,"Adventure, Casual, Indie",$1.99,"Christopher Meyer, Alvaro Urrutia Luna",Jan 6 2017,n/a,54.0,11
Trials 2: Second Edition,"Indie, Racing, Sports",$9.99,Redlynx,Mar 1 2008,n/a,84.0,245
Total Annihilation,Strategy,$4.99,Cavedog Entertainment,Sep 30 1997,n/a,96.0,3148
Cognition Method: Initiation,"Action, Adventure, Free To Play, Indie",Free To Play,Team Cognition,Apr 22 2021,n/a,83.0,447
Cursed Island,"Action, Adventure",$8.99,CrystallPunk,Dec 9 2021,n/a,87.0,16
Potato Vs Potato,"Adventure, Casual, Simulation, Strategy, Free To Play",Free To Play,Mage Studioz,Aug 26 2024,n/a,38.0,21
THE FATE OF THE BULLY,"Adventure, Indie, Simulation",$1.99,MIGALOO GAMES,Jun 25 2021,n/a,72.0,11
File Under Kingdom,"Casual, Indie, Simulation, Strategy",$9.99,Vidmancer,Jan 18 2022,n/a,83.0,12
Eresys,"Action, Adventure",$8.99,Ares Dragonis,Dec 18 2023,n/a,60.0,307
Anime Artist: Tiffy’s Notty Secret,"Casual, Indie",$1.99,Neoclassic Games,Sep 21 2021,n/a,91.0,137
Halls of Torment,"Action, Indie, RPG",$6.66,Chasing Carrots,Sep 24 2024,n/a,95.0,24443
The Backrooms Footage,"Action, Adventure, Casual, Indie, Simulation, Early Access",$7.99,Untold Backrooms Stories,Sep 2 2022,n/a,68.0,69
Gothicc Breaker,"Casual, Indie",$1.99,HeHeHe! Productions,Mar 28 2018,n/a,88.0,135
Fear in Hospital,"Adventure, Free To Play",Free To Play,IO Games,Jul 3 2019,n/a,47.0,426
Superstar Hero,"Action, Adventure, Indie, RPG, Free To Play",Free,Dream of Omnimaga,Jun 13 2019,n/a,59.0,22
Democracy 4,"Indie, Simulation, Strategy",$26.99,Positech Games,Jan 13 2022,n/a,83.0,5037
Sonicomi,"Adventure, Casual",$34.99,Nitroplus,Jul 1 2016,n/a,89.0,489
Fall of the stick knights,"Action, Casual, Indie, Free To Play, Early Access",Free To Play,TerraDevlog,Oct 11 2023,n/a,78.0,60
Save My Sister,"Action, Free To Play, Indie",Free To Play,Ahmed Mo'nis,Jul 23 2023,n/a,71.0,14
Jida Chronicle Chaos frontier VR,"Action, Adventure, Indie, RPG",$3.99,Iron Helmet,Dec 28 2017,n/a,70.0,10
Louma,"Adventure, Indie",Free,DreamStudios,Oct 13 2023,n/a,78.0,46
Rhythm Sprout: Sick Beats & Bad Sweets,"Action, Adventure, Indie",$14.99,SURT,Feb 1 2023,n/a,94.0,514
Layer Section™ & Galactic Attack™ S-Tribute,Action,$29.99,CITY CONNECTION,Apr 27 2022,n/a,72.0,33
Classified Stories: The Tome of Myrkah,"Adventure, Indie",$9.99,RVL Games,Apr 8 2021,n/a,84.0,44
Kick Ass Commandos,"Action, Adventure, Indie, Strategy",$9.99,Anarchy Enterprises,Nov 17 2016,n/a,91.0,162
Impersonal,"Casual, Indie, Free To Play",Free,zelun_,Sep 25 2024,n/a,90.0,10
Epic Card Game,Strategy,Free To Play,"Wise Wizard Games, LLC",Feb 20 2020,n/a,76.0,131
Axis Football 2017,"Simulation, Sports",$4.99,Axis Games,Aug 16 2017,n/a,55.0,131
Sex Faculty🔞,"Casual, Indie, Simulation",$9.99,BanzaiProject,Mar 9 2024,n/a,76.0,113
AHEGAL,"Action, Indie",$1.99,OppaiMan 2D,Oct 11 2018,n/a,88.0,1159
Football Simulator,"Action, Sports, Early Access",$19.99,Refactor Games,Jun 8 2022,n/a,76.0,481
Melody of Seasons,"Indie, RPG, Simulation, Early Access",$14.99,Hipsterdufus,Nov 1 2023,n/a,90.0,11
誘拐犯 Kidnappers,"Adventure, Casual, Indie, Free To Play",Free,gieko,May 14 2024,n/a,76.0,30
Jigsaw Puzzle World Memories,"Casual, Indie, Strategy",$1.99,Tribus Games Indie,Jun 22 2023,n/a,100.0,13
Crisis VRigade,"Action, Casual, Indie",$9.99,Sumalab,Sep 19 2018,n/a,76.0,255
Grapplania,"Action, Free To Play",Free,Single Play,Jun 16 2023,n/a,74.0,35
ROS,"Adventure, Casual, Indie",$0.99,AFBIK Studio,Jun 2 2018,n/a,60.0,53
Haven Park,"Adventure, Indie, RPG",$8.99,"Fabien Weibel, Bubblebird Studio",Aug 5 2021,n/a,95.0,715
World of Bärn,"Action, Adventure, RPG",$0.99,Ready To Play,Dec 9 2021,n/a,90.0,11
Saturn Quest: Shadow of Planetus,"Action, Adventure, Indie",$2.99,Arkhouse Telegraph,Apr 14 2020,n/a,52.0,17
Dafen Oil Painting Village: An Immersive Reality,"Casual, Free To Play, Indie, Simulation",Free,"Jeremy Kirshbaum, Alexander Goldman",Oct 20 2018,n/a,56.0,16
Party Saboteurs: After Party,"Indie, Strategy",$9.99,"The Glitch Factory, Seize Studios",Mar 31 2016,n/a,72.0,18
Unity Invaders,"Action, Casual, Indie, Free To Play",Free To Play,ELGameCure,Sep 25 2021,n/a,60.0,10
Paintball Playground,"Action, Indie, Sports, Free To Play, Early Access",Free To Play,Triangle's Workshop,Apr 5 2024,n/a,60.0,43
咸鱼的挂机游戏,"Casual, Indie, Simulation, Strategy",$1.99,挂机的咸鱼,Dec 8 2021,n/a,87.0,32
Balls! Virtual Reality Cricket,Sports,$9.99,"Karl Binder, David Nestoruk",Feb 7 2018,n/a,70.0,27
illie,"Casual, Indie",$4.99,NedoStudio,Nov 6 2017,n/a,77.0,68
Take me,"Adventure, Indie, Simulation",$2.99,Старый Билд,Nov 11 2024,n/a,98.0,59
Desktop Tree,"Casual, Indie, Simulation",$0.99,utStudio,Sep 18 2018,n/a,95.0,81
RAYZE,"Action, Racing",$11.99,"DreamSkillz, Hyperstrange",Oct 22 2021,n/a,91.0,124
Project Z: The beginning of the end. Chapter I,"Action, Adventure, Casual, Free To Play, Indie",Free,Parisi Interactive Games,Aug 3 2023,n/a,38.0,18
Wingspan,"Indie, Strategy",$19.99,Monster Couch,Sep 17 2020,n/a,94.0,7779
From The Darkness,"Adventure, Indie",$6.99,N4bA,Mar 30 2021,n/a,89.0,2536
Alex Hunter: Lord of the Mind,"Adventure, Casual, Indie",$6.99,EpicStar,Dec 17 2013,n/a,93.0,33
Alfred Hitchcock - Vertigo,Adventure,$19.99,Pendulo Studios,Dec 16 2021,n/a,82.0,445
Greengrocer's,"Action, Adventure, Casual, Indie, Simulation, Strategy, Free To Play",Free,Lizard Games Studio,Oct 7 2024,n/a,54.0,31
Don'Yoku,"Action, Indie",$3.99,Dark-Spot Studio,Jun 29 2015,n/a,71.0,14
RESEARCH and DESTROY,"Action, Casual, Strategy",$19.99,Implausible Industries,Apr 25 2022,n/a,89.0,19
stikir,"Action, Adventure, Indie",$2.99,Bilge Kaan,Oct 23 2019,n/a,88.0,144
Soulscape,"Free To Play, RPG",Free,Samu,Jul 26 2019,n/a,97.0,48
Plane Accident,"Indie, Simulation, Early Access",$11.99,"White Pig Games, Spirit Games Studio",Feb 20 2024,n/a,63.0,151
Artificial Extinction,"Action, Adventure, Indie, RPG, Strategy",$13.99,100Hr Games,Mar 13 2020,n/a,74.0,235
1000 days to escape,"Casual, Indie",$4.99,Lemon Squeezy,Jul 25 2019,n/a,84.0,338
Divided Reigns,"Adventure, Indie, RPG, Strategy",$9.99,"Andrew Ryan Henke, Adam Dover",Apr 2 2021,n/a,88.0,118
Orch Star,"Action, Indie, Strategy",$14.99,Orch Star Studios,Aug 15 2018,n/a,66.0,15
Drift racing car,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports",$1.99,Musa CANDIR,Sep 29 2022,n/a,95.0,147
Tales of Yore,"Adventure, Indie, Massively Multiplayer, RPG, Free To Play",Free To Play,Coke And Code,Aug 8 2023,n/a,79.0,357
Parallax,Indie,$4.99,Toasty Games,Mar 10 2015,n/a,83.0,114
Kautic - The Bald Wizard,"Action, Adventure, Indie",$1.99,Bad Coffee Games,Mar 3 2017,n/a,82.0,41
Fowl Damage,"Action, Adventure, Indie",$14.99,"May Gardens, Red Nexus Games Inc.",Sep 13 2024,n/a,100.0,63
ROUGH KUTS: The Thirsty Dead,"Adventure, Casual",$0.99,ROUGH KUTS,Sep 23 2021,n/a,87.0,16
JOIN tiles - Anatolian game to play,"Casual, Indie",$0.99,Emin Kağan KAYAK,Feb 13 2023,n/a,88.0,17
Atelier Sophie: The Alchemist of the Mysterious Book DX,RPG,$39.99,"KOEI TECMO GAMES CO., LTD.",Apr 21 2021,n/a,89.0,723
Chromosome Evil,Strategy,$14.99,S.C. 16 BIT NIGHTS S.R.L.,Mar 24 2022,n/a,84.0,279
江梦潮音 J.M.Rhythm,"Casual, Indie, Free To Play",Free To Play,J.M.ARCADY,Mar 8 2024,n/a,70.0,30
Ghost Croquet,"Action, Indie",$7.99,"ampersandbear, YellowAfterlife",Jan 25 2024,n/a,94.0,18
Corsairs Legacy - Pirate Action RPG & Sea Battles,"Action, Adventure, RPG, Simulation, Early Access",$17.99,Mauris,Jan 30 2024,n/a,75.0,643
Super Treasure Arena,"Action, Indie",$7.99,Vennril,Dec 24 2018,n/a,64.0,45
Little adventure,"Adventure, Casual, Indie, RPG",$10.99,Jony Dev,Apr 23 2021,n/a,58.0,31
Blade Flash Death,"Casual, Indie, Strategy",Free,Silver Dollar Games,May 3 2021,n/a,100.0,30
The Stray Cat,"Action, Casual, Free To Play, Indie, Simulation, Sports",Free,EugeneLee,Apr 20 2018,n/a,86.0,15
Antbassador,"Adventure, Casual, Free To Play, Indie, Simulation",Free,"Young Horses: Free Range, Young Horses",Apr 25 2023,n/a,83.0,132
Messy Room Simulator,"Casual, Simulation, Early Access",$4.99,Kether Studio,Sep 21 2020,n/a,58.0,39
Kill The Crows,"Action, Indie",$4.99,5minlab Corp.,Aug 20 2023,n/a,94.0,1544
Flatspace IIk,"Action, Adventure, Indie, RPG, Simulation",$15.99,Cornutopia Software,Apr 21 2017,n/a,61.0,13
Project Nightmares Case 36: Henrietta Kedward,"Action, Adventure, Indie",$19.99,NC Studio,Sep 29 2021,n/a,79.0,301
I'm on Observation Duty 4,Indie,$4.99,Notovia,Dec 22 2021,n/a,97.0,678
Peepo Hop!,Adventure,$4.99,Onsoft,Jan 22 2024,n/a,75.0,12
Trizna Demo,Indie,[],Leniv i Bezdaren,Mar 27 2024,n/a,100.0,20
Original Journey,"Action, Adventure, Indie, RPG",$11.99,Bonfire Entertainment,Aug 16 2017,n/a,65.0,128
Deus Ex: Invisible War,Action,$6.99,Ion Storm,Mar 5 2004,n/a,57.0,1912
The Mikado Birdgirl in Taichung,"Adventure, Casual, Indie",$5.99,Erotes Studio,Jan 22 2021,n/a,92.0,57
Used Cars Simulator Demo,"Action, Indie, Racing, Simulation",[],DreamWay Games,Feb 4 2024,n/a,85.0,28
Road to Eden,"Action, Adventure, Indie, Simulation, Early Access",$19.99,Zouking,Feb 28 2019,n/a,64.0,339
Dr. oil,"Action, Adventure, Indie",$3.99,Antena,Feb 26 2021,n/a,93.0,31
Just A Humble Swordsmith,"Casual, Free To Play, Strategy",Free,Just Some Humble Game Smiths,Jul 9 2022,n/a,90.0,582
Citizen of Rome - Dynasty Ascendant,"Casual, Indie, RPG, Simulation",$9.99,Citizen of Life Games,Jan 1 2019,n/a,80.0,219
Evolution of Ages: Settlements,"Indie, RPG, Simulation, Strategy",$8.99,TREON Games,Feb 2 2018,n/a,85.0,271
Bandits,"Action, Indie",$4.99,Benerot,Jul 26 2019,n/a,87.0,16
Lockes The Thief,"Action, Adventure, Indie",$7.99,Padlockes Technologies LLC,Feb 8 2023,n/a,90.0,10
UndercoverAgent,"Adventure, Indie, RPG",$7.99,AleCubicSoft,Jul 9 2021,n/a,81.0,890
Hentai Fox,"Casual, Indie, Strategy",$0.99,"GentleDriver, Puzzle L Porject",Feb 2 2023,n/a,92.0,68
The Istrys,Casual,Free,Hohng LLC,Dec 6 2017,n/a,78.0,14
The Witch's Isle,"Adventure, Indie",$2.99,COCOSOLA,Sep 14 2017,n/a,87.0,56
AudiobookConverter,Audio Production,$7.99,Recoupler,Apr 12 2021,n/a,64.0,59
DashboardX,"Utilities, Early Access",$3.99,Nostromo Digital,Dec 1 2020,n/a,91.0,48
Nyaruru Fishy Fight,"Action, Adventure, Indie, RPG",$7.99,"赤瞳大白猫, 猫尾巴制作组",Jun 13 2023,n/a,90.0,1425
Persona 3 Reload,"Adventure, RPG, Strategy",$69.99,ATLUS,Feb 1 2024,n/a,94.0,20662
Alone in the Dark: Illumination™,"Action, Adventure",$19.99,Pure FPS,Jun 11 2015,n/a,22.0,242
DragonStrike,"Action, RPG, Simulation",$5.99,"Westwood Associates, Strategic Simulations",Mar 27 2023,n/a,94.0,17
Masterchef Chinese Food Edition,"Adventure, Casual, Indie, Simulation",$0.99,Conglomerate 5,Apr 1 2022,n/a,61.0,13
xVATrainer,Audio Production,Free,Dan Ruta,Apr 1 2022,n/a,100.0,11
Angels Bleeding,"Adventure, Indie",$4.99,Eric Juvi,Nov 18 2022,n/a,68.0,25
Ampu-Tea,"Adventure, Casual, Indie, RPG, Simulation",$4.99,ProjectorGames,May 30 2014,n/a,68.0,820
The Tome of All Tales,"Action, Indie",$6.99,Agar,Sep 23 2024,n/a,100.0,12
X3: Terran Conflict,"Action, Simulation, Strategy",$15.99,Egosoft,Oct 16 2008,n/a,84.0,1982
Battle Of Europe,Action,$9.99,Maus Software,Mar 23 2006,n/a,83.0,24
"Braid, Anniversary Edition","Action, Adventure, Indie",$19.99,"Thekla, Inc.",May 14 2024,n/a,94.0,825
Chernobyl Again,"Action, Adventure",$29.99,Vimagineo Sp. z o.o.,Sep 12 2024,n/a,78.0,14
Börd Killer,"Action, Indie, Free To Play",Free To Play,nibblenibble123,Aug 7 2023,n/a,95.0,90
Reigns: Game of Thrones,"Adventure, Indie, RPG",$3.99,Nerial,Oct 18 2018,n/a,77.0,893
Treats Please!,"Casual, Indie",Free,J.C. Myers,Jun 7 2022,n/a,93.0,15
We're Party Together!,"Casual, Indie",Free To Play,Ev_Nyang,Jan 6 2023,n/a,91.0,12
