Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
OscarWildeCard,"Casual, Strategy",$6.99,Up Multimedia,Mar 2 2023,n/a,86.0,15
Last Word,"Adventure, Casual, Indie, RPG",$9.99,Twelve Tiles,May 8 2015,n/a,82.0,214
Cute Capybaras,Casual,$0.99,KuKo,Jul 13 2023,n/a,97.0,98
Portrait Wizard,"Design & Illustration, Utilities, Game Development, Early Access",$19.99,Kmany Design,Nov 16 2017,n/a,84.0,65
Gizmos: Steampunk Nonograms,"Casual, Indie, Strategy",$4.99,Oleg Sereda,Jan 17 2020,n/a,91.0,37
Fabulous - New York to LA,"Adventure, Casual, Strategy",$17.99,"Nitreal, GameHouse",Oct 1 2019,n/a,77.0,31
Rescue Team: Danger from Outer Space!,"Adventure, Casual, Strategy",$6.99,GameMixer,Jun 24 2020,n/a,100.0,29
90 Minute Fever - Online Football (Soccer) Manager,"Massively Multiplayer, Simulation, Sports",Free,Isokron,Sep 1 2023,n/a,63.0,296
Childlike(차일드라이크),"Adventure, Casual, Free To Play, Indie",Free To Play,Park SungJin,Dec 15 2021,n/a,72.0,29
Haunting: The Rosefield Manor,"Action, Adventure, Casual, Indie",$4.99,Northstar Games,Oct 5 2024,n/a,80.0,15
Containment,"Casual, Indie, Simulation, Strategy",$1.99,Finite Reflection Studios,Feb 9 2018,n/a,81.0,43
Jugs Bay,"Indie, Early Access",$11.99,NeonHappi,Jul 29 2024,n/a,90.0,10
Sense - 不祥的预感: A Cyberpunk Ghost Story,"Adventure, Indie, RPG",$19.99,Suzaku,Aug 25 2020,n/a,84.0,460
EverQuest II,"Massively Multiplayer, RPG, Free To Play",Free to Play,Darkpaw Games,Dec 7 2011,n/a,79.0,2569
Steno Arcade,"Casual, Free To Play, Indie, Early Access",Free To Play,For All To Play,Mar 30 2016,n/a,77.0,176
Arrow Heads,"Action, Casual, Indie",$14.99,OddBird,Sep 21 2017,n/a,64.0,48
Department 42: The Mystery of the Nine,Casual,$9.99,Frogwares,Jan 12 2022,n/a,56.0,16
The Soul Stone War,"Adventure, Casual, Indie, RPG",$7.99,Hosted Games,Mar 5 2020,n/a,68.0,96
Ka Mate,"Action, Adventure, Indie",$4.99,2645Interactive,Jan 9 2018,n/a,31.0,29
RplGen Studio,Video Production,$12.99,Betelgeuse Industry,Feb 23 2024,n/a,89.0,19
Arkhaanis One,"Action, Indie, Strategy, Free To Play",Free To Play,DuGringo,Aug 5 2024,n/a,94.0,19
CopperCube 5 Game Engine,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities",$19.99,Ambiera e.U.,May 1 2015,n/a,64.0,51
Global Soccer: A Management Game 2019,"Casual, Indie, Simulation, Sports, Strategy",$8.99,Forever Young Games,May 31 2019,n/a,42.0,14
Kunoichi Demon Slayers,"Indie, RPG",$12.99,Mikanbatake,Jun 9 2023,n/a,74.0,147
Emu War!,"Action, Casual, Indie",$0.99,Hermit Mode,Nov 13 2023,n/a,82.0,17
Low Oxygen,"Adventure, Casual, Free To Play, Indie",Free To Play,Alex-Stefan Neagu,Mar 16 2023,n/a,88.0,252
"DiveReal (inactive, stopped)","Casual, Massively Multiplayer, Early Access",Free,exaQuark,Jun 18 2018,n/a,64.0,17
The Walking Dead: The Telltale Definitive Series,Adventure,$49.99,Skybound Games,Oct 29 2020,n/a,96.0,16461
Crisis on the Planet of the Apes,"Action, Adventure",$14.99,Imaginati,Apr 2 2018,n/a,63.0,41
Linx Battle Arena,"Action, Casual, Indie",Free To Play,Blueshift Media,Jan 29 2018,n/a,73.0,38
CASE: Animatronics,"Action, Adventure, Indie, Simulation",$9.99,"Walnut LLC, Last Level",Aug 3 2016,n/a,84.0,3362
Loving Life,"Adventure, Indie, Simulation, Free To Play",Free To Play,Serenity Forge,May 20 2024,n/a,100.0,15
Headcrab Frenzy!,"Action, Casual, Free To Play, Indie",Free To Play,Crystice Softworks,Aug 20 2015,n/a,90.0,424
Medical Diagnostic Simulator,"Indie, Simulation",$7.99,Arktos Cat,Jun 10 2024,n/a,20.0,10
Sakuna: Of Rice and Ruin,"Action, Indie",$29.99,Edelweiss,Nov 10 2020,n/a,92.0,4544
Cells of Immunity,"Free To Play, Indie, RPG",Free To Play,Nova Empyrean,Aug 20 2022,n/a,82.0,17
Dan Sing Sing AMV Maker for Vroid VRM and MMD,"Animation & Modeling, Design & Illustration, Utilities, Video Production",$12.99,Softmind Ltd,Aug 4 2021,n/a,86.0,131
Decay: The Mare,"Adventure, Indie",$4.99,Shining Gate Software,Feb 13 2015,n/a,76.0,1528
Paper Dolls 2 纸人贰,"Action, Adventure, Indie",$19.99,"Beijing Litchi Culture Media Co., Ltd.",Jul 2 2020,n/a,84.0,2307
"Knowledge, or know Lady","Adventure, Indie, RPG, Simulation, Strategy",$6.99,蒸汽满满工作室,Mar 28 2024,n/a,95.0,6760
The Garden Pub,Simulation,$2.99,K² Game Studios,Apr 28 2019,n/a,69.0,13
Fly Simulator,"Action, Indie, Simulation",$2.99,HFM Games,Jul 16 2017,n/a,65.0,639
Ghost Trick: Phantom Detective,"Action, Adventure",$29.99,"CAPCOM Co., Ltd.",Jun 29 2023,n/a,97.0,3867
Gedonia 2 Demo,"Adventure, RPG",[],Kazakov Oleg,Oct 8 2024,n/a,88.0,51
Weapon of Choice DX,"Action, Indie",$5.99,Mommy's Best Games,Sep 23 2015,n/a,82.0,35
Moonrise Fall,"Adventure, Indie",$9.99,Made From Strings,May 31 2019,n/a,86.0,23
sCATter,"Action, Casual, Indie, Early Access",$19.99,"SEEDGAMES Co., Ltd.",Feb 8 2019,n/a,83.0,24
Sportsfriends,"Indie, Sports, Free To Play",Free To Play,Die Gute Fabrik,Dec 19 2014,n/a,79.0,79
Roundguard,"Casual, Indie, RPG, Strategy",$19.99,Wonderbelly Games,Mar 13 2020,n/a,81.0,427
Ancestors Legacy,Strategy,$34.99,Destructive Creations,May 22 2018,n/a,80.0,5426
Ghostbusters: The Video Game Remastered,Action,$24.99,Saber Interactive,Oct 4 2019,n/a,90.0,1506
Gods of the Twilight,"Adventure, Casual, Early Access",$19.99,Volutian Design,Nov 14 2023,n/a,100.0,15
Newton's Life at Home - Pixel Art Jigsaw Puzzle,Casual,$1.99,Sprovieri Games,Apr 13 2021,n/a,84.0,33
Love Quiz Battle: LoveLove Quiz,Casual,$0.99,MISHRA GAMES,Jun 27 2024,n/a,94.0,17
Into the Dangerous World I Leapt,"Adventure, Free To Play, Indie",Free,Infant Ambivalence Project,Oct 5 2021,n/a,79.0,48
Genderbend Me! Sayonara Demon Dong,Casual,$9.99,Norn,Aug 20 2021,n/a,82.0,50
Zoe the Exhibitionist,Indie,$4.99,ENF Stuff,Mar 21 2023,n/a,85.0,34
LunarLux,"Action, Adventure, Indie, RPG",$19.99,CosmicNobab Games,Sep 25 2023,n/a,95.0,199
Strategic Mind: The Pacific,"Indie, Simulation, Strategy",$29.99,Starni Games,Oct 25 2019,n/a,75.0,524
Puzzling Peaks EXE,"Action, Adventure, Casual, Indie",$2.99,Darius Immanuel Guerrero,Dec 1 2020,n/a,100.0,20
Viscera Cleanup Detail: Shadow Warrior,"Indie, Simulation",$29.99,RuneStorm,Oct 11 2013,n/a,80.0,2202
Gunfire Reborn,"Action, Adventure, Indie, RPG",$19.99,Duoyi Games,Nov 17 2021,n/a,93.0,82935
The Norwood Suite,"Adventure, Casual, Indie",$9.99,Cosmo D,Oct 2 2017,n/a,96.0,523
Carlos the Taco,"Adventure, Indie",$2.99,VICTORIA Games,Jan 9 2023,n/a,91.0,35
Hentai Tales: Conception Shrine,"Casual, Indie, Strategy",$0.99,Hentai works,Apr 4 2024,n/a,76.0,17
Silent Sector,"Action, Indie, RPG, Simulation",$14.99,Rake in Grass,Feb 17 2021,n/a,82.0,95
The Metronomicon: Slay The Dance Floor,"Action, Indie, RPG",$19.99,Puuba,Sep 29 2016,n/a,87.0,270
Robert: Space Stories and Battles,"Action, Adventure, Casual, Indie, RPG",$1.99,Dnovel,Mar 8 2022,n/a,100.0,14
Sudeki,"Action, Adventure, RPG",$5.99,Climax Studios,Mar 25 2005,n/a,91.0,780
House of Evil 2,"Action, Adventure, Indie",$6.99,indie_games_studio,Apr 2 2019,n/a,35.0,17
DepthQVR_AQUA,"Casual, Free To Play, Early Access",Free,"Lightspeed Design, Inc.",Oct 8 2020,n/a,80.0,35
Tokyo Coffee: Grinding in the Pandemic,"Adventure, Indie, Simulation",$9.99,Heaviside Creations,Aug 9 2024,n/a,100.0,18
Voidwrought,"Action, Adventure, Indie",$19.99,Powersnake,Oct 24 2024,n/a,81.0,237
Milling machine simulator,"Action, Indie, Simulation",$19.99,"Igor Frank, Ursa Masnec",Feb 22 2022,n/a,89.0,85
Undead Souls,"Action, Indie",$19.99,Rootify,Aug 25 2020,n/a,9.0,11
Gods Of Defense,Strategy,$14.99,Blue Math,May 1 2023,n/a,70.0,44
Poker Show VR,"Casual, Indie",$2.49,Kogei,May 30 2017,n/a,41.0,53
Hunt the Night,"Action, Adventure, Indie",$19.99,Moonlight Games,Apr 13 2023,n/a,74.0,320
Shrine II,"Action, Free To Play, Indie",Free,"Scumhead, Mengo",Sep 22 2020,n/a,92.0,799
Bobok,"Adventure, Casual, Indie",$4.99,Secta,Nov 11 2021,n/a,97.0,72
Phucker in the Rome,"Casual, Free To Play, Indie",Free,"GZ Storm, Lazrool",Oct 25 2019,n/a,90.0,99
Forbidden Pleasure,"Action, Adventure, Casual, Indie, RPG, Simulation",$11.99,Forbidden Pleasure,May 9 2020,n/a,26.0,19
Infinitum,"Action, Adventure, Indie, Simulation",$4.99,VGstudio,Jan 4 2017,n/a,55.0,40
CAYNE,"Adventure, Indie, Free To Play",Free,THE BROTHERHOOD,Jan 24 2017,n/a,80.0,1770
Conur Life,"Action, Adventure, Casual, Indie, Racing, RPG, Early Access",$9.99,San Hugo Studios,Mar 6 2023,n/a,99.0,121
Cat Search In The Wild West,"Adventure, Casual, Indie",Free To Play,Simon Eftestol,Jan 8 2024,n/a,96.0,325
Dungeon-Party,"Massively Multiplayer, Free To Play",Free to Play,Cyanide Studio,Mar 13 2013,n/a,43.0,386
Pathogenesis: Overcome,"Action, RPG, Early Access",$29.99,269th lab games softworks,Sep 4 2023,n/a,78.0,83
Dirty League 🔞,"Adventure, RPG, Free To Play",Free To Play,Flushee 💘,Oct 11 2024,n/a,70.0,515
Immortal Tactics: War of the Eternals,"Indie, RPG, Simulation, Strategy, Early Access",$14.99,Kenisoft Game Studio,Jul 15 2022,n/a,82.0,75
Last Train Outta' Wormtown,"Action, Indie, Early Access",$7.99,Get(Color) Games,Apr 20 2023,n/a,96.0,1093
blue.,"Casual, Free To Play, Indie",Free,Lucian Hardner,Mar 21 2018,n/a,57.0,99
Supermarket Times,"Casual, Indie, Simulation",$9.99,Rabbit Hole Games,Feb 14 2024,n/a,100.0,10
Stage of Light,"Indie, Simulation",$24.99,Realityocean Games,Apr 1 2019,n/a,62.0,16
Unexplored 2: The Wayfarer's Legacy,"Adventure, Indie, RPG",$19.99,Ludomotion,May 27 2022,n/a,77.0,248
Gaggi Clicker,"Casual, Indie, Simulation, Strategy, Free To Play, Early Access",Free To Play,"xZSGx, The Great Hoii",Jul 25 2024,n/a,41.0,12
MOM,"Adventure, Indie",$3.99,cursedcat,Oct 28 2024,n/a,85.0,14
Lost in the Void : Chapter One,"Adventure, Indie, RPG, Free To Play",$4.99,Nightcall,Jan 6 2024,n/a,100.0,25
Out of Hand,"Action, Indie, Free To Play, Early Access",Free To Play,Dazed Games,Aug 11 2023,n/a,70.0,133
Life of a Mercenary,"Adventure, Casual, Indie, RPG",$6.99,Hosted Games,Dec 27 2018,n/a,83.0,12
Strip Shooter,"Adventure, Casual, Indie",$1.99,Sin's Temptation,Oct 11 2019,n/a,68.0,16
Little Bo Reap,"Action, RPG",Free To Play,Council of Infinity,May 5 2023,n/a,93.0,33
Tchia,"Action, Adventure, Indie",$34.99,Awaceb,Mar 21 2024,n/a,87.0,225
Piggy Gambit,"Adventure, Indie, Strategy",$7.99,Tofu Soup,May 5 2023,n/a,92.0,38
The Adventures of Fatman,"Adventure, Indie",$0.99,SOCKO! Entertainment,Oct 1 2015,n/a,79.0,144
Platform Control,"Casual, Free To Play",Free To Play,YAGEL09,Jul 2 2024,n/a,90.0,10
To Carry a Sword,"Adventure, Indie, RPG, Free To Play",Free To Play,We Three Nouns,Feb 14 2022,n/a,86.0,15
Neo Cab,"Adventure, Indie, RPG",$14.99,Chance Agency,Oct 3 2019,n/a,81.0,1931
Typical Nightmare,"Action, Adventure, Indie, Simulation",$9.99,ELECTROSTALIN ENTERTAINMENT,Aug 21 2018,n/a,35.0,73
Picayune Dreams,Action,$4.99,"Stepford, Andyland, milkypossum",Dec 4 2023,n/a,98.0,1905
FIND ALL 5: Vikings,"Adventure, Casual, Indie",$1.99,Very Very LITTLE Studio,Nov 8 2024,n/a,95.0,44
Spartan,"Action, Indie",$0.99,Sinister Cyclops Game Studio,Oct 3 2017,n/a,69.0,13
I WANT TO DIE,"Adventure, Indie, Simulation",$4.99,TrueGames,Dec 30 2023,n/a,67.0,37
Kingdom's Life,"Indie, Strategy",$6.99,Strudio Company,Feb 28 2022,n/a,66.0,218
The Underground Watcher/地下监察员,"Action, Indie",$2.99,Yima VLG.,Apr 22 2019,n/a,96.0,26
MOAI 2: Path to Another World,"Adventure, Casual, Simulation, Strategy",$7.99,"Toyman Interactive, Alawar Entertainment",Apr 11 2015,n/a,76.0,64
Undercrewed,"Action, Adventure, Casual, Indie, Strategy, Early Access",$11.99,"David Strachan, Dex Cimino",Sep 27 2019,n/a,56.0,16
神社的百合香 ~ Floral Aroma in the Shrine,"Indie, RPG",$0.99,凝冰剑斩,Sep 30 2018,n/a,94.0,645
Sapiens Craft,"Casual, Indie, Simulation, Strategy",$0.99,Abra24,Jul 13 2023,n/a,86.0,23
FlyInside Flight Simulator,"Indie, Simulation, Early Access",$34.99,FlyInside Inc.,Dec 20 2018,n/a,64.0,120
World Basketball Manager 2,"Simulation, Sports, Strategy",$8.99,Icehole Games,Jun 22 2017,n/a,48.0,31
The Last Haven,"Indie, Simulation, Strategy",$19.99,Thunder Devs.,Feb 17 2023,n/a,61.0,1388
Roads of Rome: New Generation 2,"Adventure, Casual, Simulation, Strategy",$4.99,Qumaron,Nov 2 2018,n/a,66.0,27
SCP: Secret Laboratory,"Action, Free To Play",Free,Northwood Studios,Dec 29 2017,n/a,91.0,202841
Farnham Fables,"Adventure, Casual, Indie",$0.99,Ethrea Dreams,Jun 20 2016,n/a,72.0,161
Tallowmere 2: Curse of the Kittens,"Action, Indie",$9.99,Chris McFarland,Feb 19 2024,n/a,81.0,291
Ocean Drive Challenge Remastered,"Indie, Racing",$1.99,Hyo Software,Dec 27 2019,n/a,71.0,14
Power Hover,"Action, Adventure, Indie, Racing",$3.99,ODDROK,Jan 10 2017,n/a,89.0,299
ZOMBIE RAID: No One Survives,"Action, Indie, Early Access",$14.99,Red Dot Studio,Jul 12 2024,n/a,51.0,93
Sumerians,"Simulation, Strategy",$16.99,Decumanus Games,Oct 17 2023,n/a,86.0,269
BAPTISM,Indie,$0.99,Samantha Arehart,Oct 31 2017,n/a,100.0,16
Bullets And More VR - BAM VR,"Action, Indie",$9.99,Koenigz,Apr 2 2018,n/a,88.0,486
Perception,"Adventure, Indie",$19.99,The Deep End Games,May 30 2017,n/a,73.0,506
POLYWAR,"Action, Indie, Massively Multiplayer",$1.99,exagongames,Dec 30 2016,n/a,72.0,416
Quiplash,"Casual, Indie, Strategy",$9.99,"Jackbox Games, Inc.",Jun 30 2015,n/a,93.0,923
Wibbly Witches,Action,$4.99,Owen Senior,Oct 20 2020,n/a,100.0,25
Facteroids,"Indie, Simulation, Strategy",$14.99,by Jan Zizka,Jun 23 2023,n/a,80.0,72
Stolen Realm,"Adventure, RPG, Strategy",$19.99,Burst2Flame Entertainment,Mar 8 2024,n/a,86.0,2506
Saiko no sutoka,"Action, Adventure, Casual, Simulation",$4.99,Habupain,Sep 6 2020,n/a,93.0,3026
Battle Brawlers,"Free To Play, Strategy",Free,"Suzhou DaYu Network Technology Co., Ltd., 蘇州大禹網絡科技有限公司, 苏州大禹网络科技有限公司",Jun 18 2018,n/a,57.0,195
Tour de France 2021,"Casual, Racing, Simulation, Sports, Strategy",$39.99,Cyanide Studio,Jun 3 2021,n/a,81.0,58
Revenge of the shadow ninja,"Action, Adventure, Indie, Free To Play",Free To Play,Varvarik,Jul 27 2023,n/a,80.0,60
Elven City Simulator,"Indie, Simulation, Strategy, Early Access",$10.99,"Igor Vasilenko, Gleb Kononov",Oct 18 2024,n/a,54.0,11
Kandra The Moonwalker,"Adventure, Indie",Free,Flyleaf Studios SL,May 17 2022,n/a,36.0,25
Zarie: The Story of Sin,"Casual, Indie",Free To Play,MOON USAGI,Sep 29 2023,n/a,97.0,36
Pool Party,"Action, Casual, Indie, Sports",$19.99,Lakeview Games,May 16 2024,n/a,89.0,19
Fatermyth,"Adventure, Indie, RPG",$9.99,KDream,Apr 23 2024,n/a,82.0,416
Who's Who?,"Action, Casual",$4.99,G1 Playground,Aug 29 2022,n/a,75.0,346
Grave Robber,"Action, Indie, Free To Play",Free,kurigamedev,May 20 2023,n/a,100.0,10
Blaze and the Monster Machines: Axle City Racers,Racing,$39.99,3DClouds,Oct 1 2021,n/a,84.0,19
Guidelicious,"Adventure, Indie, Simulation",Free,Tymedust Games,Sep 8 2023,n/a,94.0,34
SPLIT BULLET,"Action, Casual, Indie",$3.99,IndigoBlue Game Studio,Oct 31 2016,n/a,89.0,55
Dice Hero: The Unoriginal Story,"Action, Adventure, Indie, RPG, Strategy, Early Access",$4.99,MistByte,Mar 3 2023,n/a,83.0,18
Rainbow Duck,"Action, Adventure, Casual, Indie, Racing, Sports",$0.99,Boogygames Studios,Aug 29 2019,n/a,42.0,14
HOLONGLIDE,"Casual, Indie",$2.99,divisivesoftware,Jul 23 2018,n/a,100.0,10
OrbiTank,"Casual, Indie",Free To Play,"Harper Rhett, Voltaic Studios",Aug 12 2022,n/a,90.0,11
MalovMetaArt Metaverse,"Simulation, Free To Play",Free,Malov Meta Art,Nov 30 2023,n/a,82.0,28
Gods of the Twilight,"Adventure, Casual, Early Access",$19.99,Volutian Design,Nov 14 2023,n/a,100.0,15
Jagged Alliance 2 - Wildfire,"RPG, Strategy",$8.99,I-deal Games,Mar 8 2004,n/a,79.0,1221
Debtors' Club,"Adventure, Indie",$14.99,mecagames,Aug 26 2024,n/a,75.0,40
Line of War,"Action, Adventure, Casual, Indie, Simulation, Sports",$0.99,LTZinc,May 22 2021,n/a,70.0,24
The Immortal,"Casual, Free To Play",Free To Play,Sai Game,Jun 30 2022,n/a,80.0,10
Royal Alchemist,"RPG, Simulation, Strategy",$19.99,Nifty Visuals,Apr 30 2020,n/a,93.0,261
Curse That Magic Cat!,"Casual, Simulation",Free,SMU Guildhall,Jan 6 2021,n/a,92.0,327
Airport Ground Handling Simulator VR,"Simulation, Early Access",$29.99,AVIAR B.V.,Aug 25 2022,n/a,66.0,113
Super Duper Party Pooper,"Casual, Indie, Simulation, Strategy",$0.99,K Bros Games,Jun 6 2016,n/a,81.0,276
Древние Русы,"Action, Adventure, Casual, Indie, RPG, Simulation, Early Access",$12.99,Honor Games,Jul 26 2024,n/a,95.0,761
Persian Nights: Sands of Wonders,"Adventure, Casual",$14.99,SoDigital,Jun 29 2017,n/a,90.0,166
Novivors,"Action, Adventure, Casual, Indie, RPG",$4.99,Limited Input,Jun 5 2024,n/a,75.0,32
VELONE,Indie,$16.99,ZAR 21,Apr 21 2022,n/a,30.0,20
The Vampire Regent,"Action, Adventure, Casual, Indie, RPG",$7.99,Hosted Games,Sep 9 2021,n/a,81.0,38
Company of Heroes 3,"Action, Strategy",$59.99,Relic Entertainment,Feb 23 2023,n/a,57.0,16452
Sloth Quest,"Action, Indie, Simulation",$4.99,Lumatap LLC,Jun 18 2020,n/a,90.0,11
The Dolls: Reborn,"Indie, Simulation",$4.99,HUSH Interactive,May 25 2016,n/a,48.0,154
Zombie Craft,"Action, Adventure, Indie, Early Access",Free To Play,Crafty Games,Dec 1 2021,n/a,36.0,44
HeapVR,"Casual, Free To Play, Strategy",Free,"Richard Fox - Development, John Gibbons - Development, Jonathan Haggard - Design, Joe Cantasano - Sound/Audio",Feb 27 2017,n/a,76.0,21
Shan Hai Express,"Free To Play, Indie, Simulation",Free,"Siwei Cai, Ise Lee",Jul 18 2023,n/a,50.0,14
Paze Knight Ellen and the Dungeon town Sodom,"Action, Indie, RPG",$19.99,dHR研,Apr 7 2023,n/a,70.0,41
Devilish League,"Action, Adventure, Indie, Sports, Free To Play",Free To Play,Team QT,Feb 14 2024,n/a,86.0,58
Space Accident VR,"Action, Adventure, Casual, Indie, Early Access",$10.99,WR-VR,Mar 30 2024,n/a,82.0,85
Cuboid Bouncer,"Action, Casual, Free To Play",Free To Play,Ali Soltanian Fard Jahromi,Jun 4 2021,n/a,78.0,32
LEGO® Star Wars™: The Skywalker Saga,"Action, Adventure",$49.99,TT Games,Apr 5 2022,n/a,91.0,34396
Shooty Fruity,"Action, Simulation",$19.99,nDreams / Near Light,Jan 18 2018,n/a,89.0,151
I Did It ALL for the COOKIE!,"Casual, Indie, Free To Play",Free,Paul Rodenburg,Jun 15 2024,n/a,90.0,10
Fate of WINDSHIFT,"Adventure, Indie, RPG, Early Access",$10.99,REAL Co.Ltd,Jun 24 2021,n/a,91.0,24
FAS: Fight Action Sandbox,"Action, Indie, Simulation, Strategy",$6.99,Vona Soft,Apr 19 2023,n/a,71.0,52
Abda Redeemer: Space alien invasion,"Action, Adventure, Casual, Indie, Early Access",$9.99,BulatHard,Oct 26 2021,n/a,94.0,17
Sweet House,"Casual, Indie",$1.99,Bambuseae Games,Jul 20 2021,n/a,79.0,388
Holoswitch,Utilities,$9.99,triple A code GmbH,Mar 24 2020,n/a,69.0,161
Heralds of the Avirentes - Ch. 1 Wings of Change,"Adventure, Indie, Early Access",$13.99,TellerySpyro_GTX,May 30 2024,n/a,96.0,32
The Dream of Shadowlands Episode 1,RPG,Free,Catalina Zavaleta,Dec 28 2020,n/a,92.0,39
Hashihime of the Old Book Town,Adventure,$34.99,ADELTA,Sep 26 2019,n/a,96.0,391
Cast Out Colony,"Action, Casual, Indie, RPG, Strategy, Early Access",$8.99,Wooshido,Apr 8 2024,n/a,96.0,51
Alice's Patchwork,"Casual, Strategy",$2.99,Creobit,Mar 3 2016,n/a,86.0,195
The Talos Principle,"Action, Adventure, Indie",$29.99,Croteam,Dec 11 2014,n/a,95.0,27244
Match Gem 99,"Casual, Indie, Massively Multiplayer",$4.99,Minimum Studio Corp.,Dec 19 2023,n/a,72.0,11
Desert Gunner,Action,$2.99,Digital Fusion,Dec 31 2006,n/a,38.0,55
You Have to Win the Game,"Action, Indie",Free,Minor Key Games,May 6 2012,n/a,92.0,5652
Mono Playground,"Adventure, Free To Play",Free,Andrew A Powell,Jul 27 2022,n/a,66.0,15
DreamDasher,"Action, Adventure, Free To Play, Indie",Free,C3B Games,Sep 5 2020,n/a,87.0,131
Letter Quest: Grimm's Journey Remastered,"Casual, Indie",$7.99,Bacon Bandit Games,Aug 5 2015,n/a,94.0,306
Winds Of Trade,"Simulation, Strategy",$11.99,Rhombico Games,Feb 13 2017,n/a,62.0,148
MissionMaker,"Education, Utilities, Game Development, Early Access",Free To Play,"Duck Duck Zeus Ltd, MAGiCAL Projects",Apr 15 2019,n/a,84.0,13
Forget Westbury Falls: Disc One,"Adventure, RPG",Free To Play,MollyAvast,Mar 1 2022,n/a,100.0,14
aMAZE Dark Times,"Adventure, Casual, Indie, Simulation, Strategy",$1.99,Blender Games,Aug 17 2017,n/a,75.0,89
Later Daters - Premium,"Casual, Indie, RPG, Simulation",$14.99,Bloom Digital Media,Apr 16 2020,n/a,91.0,58
Eufloria HD,"Indie, Strategy",$14.99,"Rudolf Kremers & Alex May, Tuna",Oct 14 2014,n/a,92.0,589
I Expect You To Die 3: Cog in the Machine,"Action, Adventure, Simulation",$24.99,Schell Games,Sep 28 2023,n/a,93.0,461
Blue Oak Bridge,"Indie, RPG, Simulation",$14.99,Lemon Seed Studio,Jul 6 2023,n/a,74.0,77
Plane Accident,"Indie, Simulation, Early Access",$11.99,"White Pig Games, Spirit Games Studio",Feb 20 2024,n/a,63.0,151
Lost Oliver,Casual,$0.99,Bitlife,Mar 9 2023,n/a,100.0,22
Bubble Bobble 4 Friends: The Baron's Workshop,Action,$39.99,TAITO CORP.,Sep 30 2021,n/a,63.0,93
Floating Life Record,"Action, Adventure, Indie, Free To Play",Free To Play,JXTD,Nov 20 2023,n/a,79.0,29
WorldQuest,"Action, Indie, RPG, Strategy",Free,Tier 9 Game Studios,Apr 29 2018,n/a,70.0,84
Across the Valley,"Casual, Indie, Simulation",$19.99,FusionPlay,Apr 6 2023,n/a,73.0,15
CASE 2: Animatronics Survival,"Action, Adventure, Indie, Massively Multiplayer, Simulation",$9.99,Walnut LLC,Aug 3 2018,n/a,83.0,2582
The Elder Scrolls Online: Gold Road,"Action, Adventure, Massively Multiplayer, RPG",$39.99,ZeniMax Online Studios,Jun 3 2024,n/a,45.0,240
BDSM Apocalypse,RPG,$19.99,Noxurtica,Jun 26 2023,n/a,82.0,29
Folklore Hunter,"Action, Indie, Early Access",$11.99,Liquid Donkey Games,Feb 24 2020,n/a,77.0,951
Seven Nights Ghost,Indie,$11.99,TozukuGames,Aug 31 2023,n/a,91.0,489
Half-Life: ESCAPE 2.0,"Action, Free To Play",Free,RETROtastisch,Mar 13 2024,n/a,77.0,176
Google Spotlight Stories: Age of Sail,"Adventure, Free To Play",Free,Google Inc.,Nov 13 2018,n/a,98.0,464
Death Roads: Tournament Prologue,"Indie, Racing, Strategy",Free,The Knights of Unity,Jun 6 2023,n/a,78.0,33
Jetboard Joust,"Action, Indie",$9.99,BitBull Ltd,Oct 23 2020,n/a,81.0,53
Hacker Evolution Source Code,Indie,$9.99,exosyphen studios,May 11 2015,n/a,81.0,11
Kid Hallow,"Action, Indie",$9.99,"Hamumu Games, Inc.",Nov 1 2021,n/a,100.0,16
Cutie Bear,"Adventure, Casual, Indie",$4.99,KazahSLI,Mar 30 2021,n/a,84.0,13
Zup! Zero,"Casual, Indie",$1.99,Quiet River,Apr 6 2017,n/a,93.0,2479
"Kingdom, Dungeon, and Hero",Strategy,$29.99,Kraken Studios,Jul 1 2024,n/a,81.0,95
Wretched Depths,"Action, Adventure, Indie, Sports, Free To Play",Free To Play,Wretched Devs LLC,Apr 26 2023,n/a,96.0,429
SugarWinds: Prologue,"Simulation, Strategy",Free To Play,Aatlantis Code,Jan 27 2022,n/a,57.0,21
Dark Invasion VR: Doomsday,"Action, Adventure, Indie, Early Access",$12.99,darksciencelab,Nov 8 2023,n/a,63.0,11
Dreamsweeper,"Action, Adventure, Casual, Indie",$9.99,"Etherlight, Oatmello",Jul 24 2024,n/a,86.0,23
The Last One,"Action, Adventure, Indie, Early Access",$8.99,Phoenix Interactive Studio,Jan 22 2018,n/a,31.0,119
Drunken Fight Simulator,"Action, Indie",$4.99,Volens Nolens Games,Jan 17 2017,n/a,72.0,151
Fable of the Sword,"Adventure, Indie, RPG",$1.99,蔷薇千墨游戏组,Feb 8 2018,n/a,60.0,155
American Arcadia,"Adventure, Indie",$19.99,Out of the Blue Games,Nov 15 2023,n/a,93.0,2012
Battlegrounds : At Enemy Gates,Action,$4.99,SmartOliveGames,Sep 28 2023,n/a,75.0,12
Runaway Princess,RPG,$9.99,レンジでチン,Mar 18 2022,n/a,31.0,19
Seasons after Fall,"Adventure, Indie",$9.99,Swing Swing Submarine,Sep 2 2016,n/a,80.0,2196
