Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Tumblestone,"Action, Casual, Indie, Strategy",$24.99,The Quantum Astrophysicists Guild,Jul 12 2016,n/a,87.0,161
Kristala,"Action, Adventure, Indie, RPG, Early Access",$29.99,Astral Clocktower Studios,Jun 6 2024,n/a,84.0,102
Bomber 3,"Action, Adventure, Simulation, Strategy",$9.99,"Deadly Games, MicroProse Software",Jan 23 2024,n/a,55.0,18
Coffee Caravan,"Action, Casual, Indie, Simulation, Strategy",$11.99,Broccoli Games,May 20 2024,n/a,92.0,656
Zlime: Return Of Demon Lord,"Action, Casual, Indie, Early Access",$6.99,DUO AB Indie Developer,Apr 27 2024,n/a,96.0,31
The Sapling,"Simulation, Early Access",$15.99,Wessel Stoop,Dec 12 2019,n/a,90.0,1209
Cooking Trip,"Casual, Strategy",$4.99,GameOn Production,May 1 2019,n/a,73.0,30
V-Air Traffic Control,"Simulation, Early Access",$6.99,JAZ Simulations,Jun 14 2023,n/a,100.0,25
A Castle Full of Cats,"Adventure, Casual",$3.99,Devcats,Nov 9 2022,n/a,99.0,3358
Proteus,"Adventure, Casual, Indie",$9.99,Ed Key and David Kanaga,Jan 30 2013,n/a,82.0,1358
Farming,"Casual, Free To Play",Free To Play,Shameless Farm Games Studio,Sep 5 2024,n/a,55.0,18
Tom Clancy's Rainbow Six Lockdown™,Action,$9.99,Red Storm Entertainment,Feb 14 2006,n/a,60.0,436
JUNGLE RUNNER,"Adventure, Casual, Indie",$24.99,Piece Of Voxel,Feb 21 2022,n/a,72.0,11
Soccer Rage,"Action, Indie, Sports, Early Access",$9.99,Stamina-Games,Jun 2 2015,n/a,39.0,68
The Outer Rim: Survivor,"Action, Free To Play, Indie, Early Access",Free To Play,Katoa Games,Apr 3 2018,n/a,73.0,65
Defend from Candyland!,"Casual, Indie, Strategy",$7.99,MI Pixel Ltd,Feb 20 2023,n/a,100.0,12
Glare fall,"Free To Play, Indie",Free,Kurenaibook,Apr 1 2020,n/a,90.0,52
Kotodama: The 7 Mysteries of Fujisawa,Adventure,$29.99,"Art Co. Ltd, PQube",May 31 2019,n/a,52.0,17
Hunting Unlimited 2009,Simulation,$9.99,SCS Software,Jul 22 2008,n/a,97.0,34
You are the Judge!,"Indie, RPG, Simulation, Strategy",$12.99,Steel Games,Oct 2 2023,n/a,71.0,176
They Came From Below,"Action, Adventure, Casual, Indie, Simulation, Strategy",$24.99,Piece Of Voxel,Dec 10 2021,n/a,53.0,15
Piece of..Horror,"Adventure, Indie",$0.99,Azzunyan,Jun 17 2023,n/a,36.0,11
Operation Sheep Defense,"Indie, Strategy",$0.99,spdr870,Aug 2 2017,n/a,85.0,20
My Summer Adventure: Memories of Another Life,"Adventure, Casual, Indie, Simulation",$7.99,Alkinoy,May 30 2023,n/a,84.0,66
Legions of Ashworld,"Indie, Strategy",$4.99,Jugilus,Jul 4 2014,n/a,70.0,27
Monolight,"Adventure, Free To Play, Indie",Free,bit paradigm,Jun 29 2020,n/a,88.0,368
ReversiBot,Action,Free To Play,Yeongho Kim,Sep 26 2023,n/a,97.0,41
Forest Keeper,"Adventure, Casual, Indie",$39.99,Daniel Li,Feb 11 2024,n/a,91.0,12
VELUCITY,"Action, Casual, Indie, Early Access",$14.99,"SEEDGAMES Co., Ltd.",Jun 15 2020,n/a,42.0,92
Age of Mythology: Extended Edition,"Simulation, Strategy",$29.99,"SkyBox Labs, Ensemble Studios",May 8 2014,n/a,93.0,30330
Superfluous Returnz,"Adventure, Indie",$9.99,Ptilouk.net Studios,May 15 2023,n/a,100.0,28
DARK OF CHROE,"Action, Adventure, RPG",$10.99,sugar star,Jan 5 2022,n/a,67.0,31
Conbunn Cardboard,"Adventure, Casual, Indie",$6.99,Keiby,Sep 1 2023,n/a,99.0,349
The Technician,"Action, Indie, Early Access",$14.99,Dumb Game Company,Dec 10 2018,n/a,90.0,22
Paradigm Shift,"Adventure, Casual, Indie, RPG, Strategy, Early Access",Free,"PixieBixxie, NUU-Pro, telos",May 31 2021,n/a,90.0,10
Snowday,"Action, Early Access",Free To Play,Breachgate,Nov 30 2016,n/a,84.0,19
Fear of Neighbours,"Free To Play, Indie, Simulation",Free,Hullu Metso Productions,Jun 16 2023,n/a,83.0,24
Block Legend DX,"Adventure, RPG",$4.99,Hanaji Games,Feb 24 2015,n/a,63.0,103
Freedom Planet 2,"Action, Adventure, Indie",$24.99,GalaxyTrail,Sep 13 2022,n/a,96.0,1342
Summon: Joint escape,"Action, Adventure, Indie, Massively Multiplayer, Simulation",$0.99,Goosix Games,Oct 3 2024,n/a,52.0,68
Top Jump: Prologue,"Adventure, Indie",Free To Play,Tacty Studio,Aug 11 2023,n/a,53.0,15
Eukarion Tales: Origins,"Action, RPG",Free,AgeOfGames,Aug 2 2023,n/a,95.0,86
Happy Mining,"Adventure, Casual, Indie, RPG",$5.99,Two Mind Games,Feb 16 2023,n/a,68.0,32
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,"Action, Adventure, RPG",$39.99,Skydance Interactive,Mar 21 2023,n/a,66.0,1229
Tourist Trap,Adventure,$9.99,Tragico Media,Nov 15 2023,n/a,98.0,62
Games&Girls,"Adventure, Casual, Indie",$1.99,Yume Creations,Apr 18 2017,n/a,76.0,210
Buddy and Lucky Solitaire,Casual,$2.99,Mens Sana Interactive,Jun 23 2021,n/a,83.0,81
Project Hedra,"Action, Adventure, Casual, Indie, RPG",$9.99,Maximiliano Levi,Feb 7 2023,n/a,72.0,18
REVOLT 1917,"Action, Adventure, Indie",$1.99,juhbee,Apr 11 2018,n/a,11.0,18
Toverblade,"Action, Indie, RPG, Strategy",$5.99,Sokpop Collective,May 6 2021,n/a,81.0,11
Dangerous Land,"Indie, Strategy, Early Access",$6.99,Randi Games,Jul 28 2023,n/a,93.0,15
Ultimate Physical Wrestling,Sports,Free To Play,Takahiro Miyazawa,Sep 2 2021,n/a,81.0,11
Railway Empire 2,"Simulation, Strategy",$49.99,Gaming Minds Studios,May 25 2023,n/a,72.0,1382
The Seeker,"Action, Indie, Early Access",$4.99,VisualTech48,Sep 2 2016,n/a,81.0,49
Owinka Shooter 2,"Action, Adventure, Indie",$4.99,Owinka,May 10 2024,n/a,98.0,74
Metal Assault,"Action, Adventure, Indie, RPG, Strategy",$0.99,bitBerg,Mar 15 2017,n/a,69.0,13
Primitive,"Software Training, Early Access",Free,John Voorhees,Jan 23 2019,n/a,100.0,11
1943 Megami Strike,"Action, Casual, Indie",$8.99,GameUS Inc,Feb 24 2016,n/a,29.0,62
Door3:Insignia,"Adventure, Indie",$11.99,SVGames,Nov 15 2021,n/a,81.0,11
[Chilla's Art] Shinkansen 0 | 新幹線 0号,Indie,$6.99,Chilla's Art,Mar 22 2024,n/a,85.0,748
Pre-Shave,"Action, Casual, Simulation",Free,"Saam Pahlavan, M. James Short",Aug 21 2020,n/a,88.0,53
1vs1: Battle Royale for the throne,"Adventure, RPG",$0.99,BrainStorming Team,Mar 27 2019,n/a,78.0,32
Unholy,"Action, Indie",$29.99,Duality Games,Jul 20 2023,n/a,55.0,108
LOVE ON,"Adventure, Simulation",$19.99,Looksten Inc.,Jun 18 2024,n/a,73.0,38
OpenVR Benchmark,Utilities,Free,Stonebrick Studios UG,Dec 20 2019,n/a,70.0,86
Sidewords,"Casual, Indie",$4.99,Milkbag Games,Sep 7 2017,n/a,96.0,31
CULTIC,"Action, Indie",$9.99,Jasozz Games,Oct 13 2022,n/a,98.0,5840
Wildfire Swap,"Casual, Indie, Strategy",$9.99,"Ryan Kubik, Drew Gingerich, Wes Mueller",Mar 31 2021,n/a,93.0,30
Rodland of Pipes,"Action, Indie",$8.99,Justin Jones,Aug 7 2024,n/a,100.0,47
EXAPUNKS,"Indie, Simulation",$19.99,Zachtronics,Oct 22 2018,n/a,96.0,1235
Weeny Wise Demo,Adventure,[],Unco Games,Sep 23 2024,n/a,88.0,17
Dr. Doyle & The Mystery Of The Cloche Hat,"Adventure, Indie",$9.99,PnC Narratives,Apr 27 2017,n/a,90.0,10
Trickster VR: Co-op Dungeon Crawler,"Action, Adventure, Indie",$12.99,Superstatic,Jan 15 2019,n/a,86.0,430
Twixel,Action,$1.99,Caesoose Studios,Nov 18 2016,n/a,82.0,17
LingerToAlive,"Adventure, Free To Play",Free To Play,ZTY,Jan 23 2023,n/a,61.0,13
Brink of Consciousness: The Lonely Hearts Murders,Casual,$9.99,MagicIndie,Nov 24 2014,n/a,84.0,72
NOSTALGIC TRAIN,"Adventure, Indie",$11.99,Tatamibeya 畳部屋,Jun 12 2018,n/a,77.0,174
Saturday Morning RPG,"Indie, RPG",$6.99,Mighty Rabbit Studios,Jan 29 2014,n/a,78.0,314
Portability,"Casual, Indie, Strategy",$2.99,Aurimas Drungilas,Oct 9 2020,n/a,90.0,10
The Cassir Simulator,"Casual, Indie, Simulation",$0.99,Maxim Abramov,Sep 30 2020,n/a,91.0,74
A Walk in the Woods,"Adventure, Free To Play, Indie",Free,Something Dark Studios,May 1 2018,n/a,40.0,552
One Lonely Outpost,"Indie, RPG, Simulation, Early Access",$19.99,indie.io,Jun 26 2023,n/a,67.0,417
HE ESCAPED,"Action, Adventure, Indie",$4.99,Manuel S. Vix,Oct 20 2023,n/a,90.0,11
不惑英雄传(puzzled heroes),"Indie, RPG, Strategy, Early Access",$16.99,xhGames,Apr 30 2019,n/a,68.0,63
GwenBlade,"Action, Adventure, Indie, RPG",$9.99,ArcWillow,Apr 28 2023,n/a,78.0,28
The Sorceress,"Action, Adventure, Indie, RPG",$4.99,Karabas_Studio,Feb 1 2017,n/a,13.0,15
Wanna Survive,"Indie, Strategy",$11.99,PINIX,Aug 13 2019,n/a,92.0,252
Influent Language Learning Game,"Casual, Indie, Simulation, Strategy",$9.99,Rob Howland,Mar 20 2014,n/a,74.0,928
Restaurant Battle,"Casual, Indie, Massively Multiplayer, Simulation, Strategy, Early Access",$14.99,Cyber Eye,Jul 14 2023,n/a,86.0,15
Throne of Lies®: Medieval Politics,RPG,Free To Play,"PT.farm Inc., Imperium42®, LLC",Sep 29 2017,n/a,76.0,2721
Evenicle,RPG,$44.99,Alicesoft,Jun 28 2018,n/a,92.0,1142
Grow Big (or Go Home): Ultimate Edition,"Action, Casual, Indie, Simulation",Free To Play,Quarant Inc.,Dec 18 2020,n/a,70.0,44
Impossiball,"Action, Casual, Indie, Sports",$0.99,Dark Duo Games,Aug 8 2017,n/a,89.0,38
Terra Invicta,"Simulation, Strategy, Early Access",$39.99,Pavonis Interactive,Sep 26 2022,n/a,80.0,5515
Fungiman,"Action, Adventure, Free To Play, Indie",Free,svinoman,Jun 30 2022,n/a,90.0,464
Disc Room,"Action, Adventure, Indie",$14.99,"Terri, Dose, Kitty, JW",Oct 22 2020,n/a,94.0,722
Ski Park Tycoon,"Indie, Simulation",$9.99,by Jan Zizka,Feb 3 2015,n/a,59.0,74
Tom Clancy's Ghost Recon: Future Soldier™,Action,$19.99,"Ubisoft Paris, Red Storm Entertainment",Jun 26 2012,n/a,69.0,4675
Cataplexy,"Adventure, Indie",$1.99,12seven,Jan 12 2022,n/a,84.0,45
Mech Mechanic Simulator,"Casual, Indie, Simulation",$19.99,Polyslash,Mar 25 2021,n/a,62.0,490
War For Galaxy,"Massively Multiplayer, Simulation, Strategy, Free To Play, Early Access",Free To Play,UAB Kinelija,Jul 14 2023,n/a,37.0,27
Revolution : Virtual Playspace,"Adventure, Indie, RPG, Simulation, Strategy",$19.99,Dragom,Oct 5 2016,n/a,45.0,31
Mermaid,"Adventure, Indie, RPG",$4.99,MCG,Oct 21 2022,n/a,53.0,15
Siluman Fantasy - First Half -,"Adventure, Indie, RPG",$13.99,Siluman Soft,Apr 19 2019,n/a,73.0,23
Soulshard,"Adventure, Casual, Indie",$1.99,Nibb Games,Feb 12 2024,n/a,100.0,11
Dominus 2,"Free To Play, Strategy",Free To Play,Superstruct,Jul 16 2018,n/a,69.0,46
Confabulation: Homestead,"Adventure, Casual, Indie",$4.99,Authogin,Sep 2 2023,n/a,96.0,28
Natsukiri－Summer Vacation At Kirishima House,Adventure,$1.99,DELTARTS,Nov 16 2022,n/a,100.0,10
Freddy Spaghetti,"Action, Adventure, Indie, Simulation",$4.99,Playful Pasta,Apr 1 2020,n/a,90.0,52
Loco Parentis / 孤女咒怨,"Action, Adventure, Indie, Massively Multiplayer, RPG",$11.99,Fair Games Studio,Sep 19 2019,n/a,51.0,391
Sethian,Indie,$4.99,"Duang! Games, LLC",Nov 9 2016,n/a,67.0,117
Dungeon 100,"Indie, RPG, Strategy",$11.99,可布和常常诶,Aug 10 2023,n/a,83.0,1489
Lake of Voices,"Casual, Free To Play, Indie",Free,GB Patch Games,Aug 28 2018,n/a,95.0,575
Napoleon: Total War Demo,Strategy,[],The Creative Assembly,Mar 10 2010,n/a,88.0,176
Legend of Keepers: Prologue,"Free To Play, Indie, RPG, Strategy",Free,Goblinz Studio,Oct 10 2019,n/a,92.0,2366
Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,"Casual, Indie, RPG, Simulation",$6.99,Michael Flynn,Jan 26 2016,n/a,19.0,36
Moekuri: Adorable + Tactical SRPG,"Indie, RPG, Strategy",$11.99,MokyuSoft,Dec 16 2016,n/a,88.0,327
Arcade Spirits: The New Challengers,"Adventure, Indie",$19.99,Fiction Factory Games,May 26 2022,n/a,90.0,133
aMAZE Valentine,"Adventure, Casual, Indie, Simulation, Strategy",$1.99,Blender Games,Dec 28 2018,n/a,86.0,43
Dark Hunting Ground Demo,"Action, Indie, RPG",[],BingX,Oct 10 2024,n/a,100.0,24
Demonicon,"Action, Adventure, RPG",$9.99,Noumena Studios,Oct 24 2013,n/a,67.0,408
Yet Another Hero Story,"Adventure, Casual, Indie",$5.99,Sinking Sheep,Jul 9 2019,n/a,77.0,54
Nightshift Survival,"Action, Casual, Indie",$2.99,Nebula,Aug 1 2023,n/a,92.0,39
Abacus,"Action, Adventure, Casual, Indie",$5.99,Danjb,Jul 5 2021,n/a,90.0,11
Eggs Catcher VR,"Casual, Free To Play, Indie, Simulation",Free To Play,BBR,Nov 7 2020,n/a,84.0,51
AI: Rampage,"Action, Indie, Strategy",$1.99,Sekerin Productions,Jan 25 2016,n/a,41.0,317
3001: A MILF Odyssey - NSFW Sci-Fi Porn,"Adventure, Casual, Indie, RPG",$14.99,XCentric,Jan 26 2023,n/a,76.0,194
Ultimo Reino 2 : Reforge,"Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation",$3.99,ultimoreino,Apr 13 2020,n/a,45.0,31
Arkham Horror: Mother's Embrace,"Adventure, RPG",$19.99,Twin Sails Interactive,Mar 23 2021,n/a,62.0,523
Clothing Clicker,"Casual, Indie, Free To Play",Free To Play,"cem99, slh99",Jul 17 2024,n/a,42.0,52
Onikura Demo,Action,[],Too Dark Studios,Sep 22 2024,n/a,100.0,135
Fell Seal: Arbiter's Mark,"Indie, RPG, Strategy",$29.99,6 Eyes Studio,Apr 30 2019,n/a,89.0,4525
Girls on puzzle 3,"Casual, Indie",$0.99,Laush Dmitriy Sergeevich,Apr 3 2021,n/a,83.0,12
Threshold,"Indie, Early Access",$0.99,Fuse.fun,Mar 15 2020,n/a,64.0,112
YOUFIGHT,"Indie, Early Access",Free To Play,OPENCAP STUDIO,Oct 13 2017,n/a,80.0,10
League of Angels: Pact,"Action, Adventure, Free To Play, RPG",Free To Play,Game Hollywood Games,Jun 20 2023,n/a,43.0,80
Death Dojo,Action,Free,Ken Watanabe,Nov 8 2016,n/a,68.0,86
Inside The Mirror,"Casual, Indie",$2.99,Stairs Productions,Mar 25 2020,n/a,100.0,10
GRAB,"Adventure, Casual, Indie, Racing, Sports, Early Access",Free To Play,SlinDev,Apr 27 2023,n/a,90.0,99
Radical Solitaire,"Action, Casual, Indie, Strategy",Free To Play,Vector Hat,Mar 24 2020,n/a,83.0,31
Pocket Mirror ~ GoldenerTraum,"Adventure, Casual, Indie, RPG",$19.99,"AstralShift, VisuStella",May 19 2023,n/a,93.0,1038
Horror Explus,"Adventure, Indie",$5.99,SSStudio,May 19 2023,n/a,45.0,11
Inward,"Indie, Simulation, Early Access",Free To Play,Krish Shrikumar,Feb 2 2023,n/a,82.0,208
Planetaries,"Action, Adventure, Casual, Indie, RPG, Early Access",$19.99,EY-Studio,Aug 15 2024,n/a,61.0,139
Permute,"Casual, Indie",$1.99,Cleverweek,Mar 17 2017,n/a,52.0,19
Dream Pets VR,"Casual, Simulation, Early Access",$4.99,Subdream Studios,Nov 1 2017,n/a,9.0,11
RUSSIAPHOBIA,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy",$0.99,European Flameworms,Dec 25 2020,n/a,69.0,5207
Bloody Chronicles - New Cycle of Death Visual Novel,"Action, Adventure, Indie, Simulation",$24.99,Igrasil Development Team,Aug 1 2019,n/a,76.0,80
Fateweaver: Smash or Pass,"Adventure, Casual, Indie, RPG, Simulation",$2.99,Randumb Studios,Apr 10 2023,n/a,94.0,69
Nacht-sama is quitting being the demon king!,"Adventure, Casual, RPG",$14.99,地蔵サバイバルナイト,Jun 9 2023,n/a,87.0,41
Warrior Paint - 2005 GOTY Edition,"Action, Adventure",$1.99,W0nnaFight,Dec 28 2022,n/a,87.0,78
Dark Home,"Action, Early Access",Free To Play,Chris Rickett,Jul 14 2021,n/a,44.0,34
Phantom Jump,Indie,Free,Phantom Pine Studios,Dec 8 2017,n/a,88.0,60
Looking Up I See Only A Ceiling,"Adventure, Indie",$1.99,silver978,Mar 9 2023,n/a,88.0,1589
PUZZLE: BIRDS,"Adventure, Casual, Indie",$0.99,AFBIK Studio,Jan 10 2019,n/a,90.0,22
Your Toy,"Action, Adventure, Indie",$15.99,Viva Games,Feb 27 2020,n/a,28.0,14
Helix,"Action, Indie, Early Access",Free To Play,Coffeebean Interactive,Nov 22 2021,n/a,66.0,12
Mad Combat Marines,"Action, Casual, Indie",$0.99,FreezeNova,Jul 13 2016,n/a,68.0,319
The Titty-Fucking Hot Spring Ryokan Ghost,"Adventure, Casual, Indie",$9.99,喘葉の森,Apr 11 2022,n/a,100.0,50
HEADLINER,"Adventure, Indie",$4.99,Unbound Creations,Oct 3 2017,n/a,76.0,826
Lonely Yuri,"Casual, Indie",$9.99,Night-time Sheep,Jun 19 2011,n/a,93.0,129
Escape of Pig,"Adventure, Casual, Indie, Simulation",$19.99,Balti Calarasi,Jan 11 2023,n/a,70.0,10
Mint's Hints,"Action, Adventure, Indie, Free To Play",Free To Play,Grant Marrs,Oct 1 2024,n/a,80.0,130
Nosferatu Lilinor,"Action, Indie",$11.90,neon,Nov 26 2019,n/a,88.0,27
Cappasity Demo,"Education, Utilities",Free,Cappasity Inc.,Dec 13 2018,n/a,70.0,10
Time of the Clones,"Casual, Indie, Strategy",$39.99,BadWolf Games,Sep 24 2021,n/a,100.0,11
Operation8 Project,"Action, Free To Play, Massively Multiplayer",Free To Play,Benzitczo Studio,Jun 16 2022,n/a,65.0,40
Life Goes On: Done to Death,"Action, Adventure, Casual, Indie",$12.99,Infinite Monkeys Entertainment Ltd.,Apr 17 2014,n/a,95.0,2099
Running Man 3D Part2,"Adventure, Indie, Simulation",$0.99,GGaming,Aug 23 2018,n/a,76.0,13
Professor Teaches Photoshop Creative Cloud,Software Training,$29.99,Individual Software,Sep 1 2014,n/a,16.0,12
Pro Cycling Manager 2014,Simulation,$9.99,Cyanide Studio,Jun 19 2014,n/a,65.0,224
Spirit,"Casual, Indie",$2.99,Nylund Games,Jan 5 2017,n/a,72.0,11
Super Mining Mechs Demo,"Adventure, Casual, Indie",[],Delayed Victory,Oct 11 2024,n/a,89.0,19
Unbodied,"Adventure, Indie",$3.99,Guillermo Siliuto Pineda,Aug 16 2024,n/a,100.0,18
LiMiT's Escape Room Games 2,"Adventure, Casual, Indie",$11.99,Marco Hirschfeld,Jan 10 2023,n/a,92.0,28
Jumping Over It With Neko Girl,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Sports",$1.99,Boom Team,Feb 12 2021,n/a,36.0,11
Insane Cold: Back to the Ice Age,"Casual, Indie",$1.99,Mysterytag,Aug 27 2014,n/a,49.0,108
Them and Us,"Action, Adventure, Indie",$39.99,"TendoGames Co., Ltd.",Sep 28 2021,n/a,78.0,962
Planet R-12,"Action, Adventure, Indie, Strategy",$1.99,"Timushev Vladimir, Composer-Motorin Dmitry (Djinotan)",May 5 2016,n/a,84.0,238
Tiny Knight,"Adventure, Casual, Indie",$4.99,Convex,Mar 17 2016,n/a,70.0,24
Totally Mayhem,Indie,$2.99,Mihai Morosanu,Aug 3 2017,n/a,71.0,14
Football Streaker Simulator,"Action, Indie, Simulation",$6.49,Giant Dwarf Games,Aug 16 2023,n/a,94.0,19
JACKPOISON,"Indie, RPG, Simulation",$8.99,oyajinojiike,Oct 3 2024,n/a,34.0,23
"LONELY, LUSTFUL, ARROGANT, HATEFUL","Adventure, Indie",$1.99,Notovia,Oct 13 2021,n/a,63.0,22
Walkabout Mini Golf VR,"Casual, Indie, Sports",$14.99,Mighty Coconut,Jul 15 2021,n/a,97.0,2685
City Destructor,"Casual, Indie, Simulation",$3.99,NODETRACK,Apr 14 2020,n/a,63.0,19
Spell Defender,"Action, Indie",$2.99,Jesper Bergman,Oct 10 2022,n/a,89.0,128
Silverfall,RPG,$4.99,Monte Cristo,Mar 20 2007,n/a,57.0,125
College Bound - Episode 1,"Casual, Free To Play, Indie",Free To Play,FOZ,Jun 3 2021,n/a,83.0,3945
Project Vic,"Action, Adventure, Indie",$4.99,Marco Hirschfeld,Mar 29 2024,n/a,100.0,12
Are You Smarter Than A 5th Grader,Casual,$29.99,Massive Miniteam,Aug 23 2022,n/a,44.0,18
Experience: Colorblindness,Simulation,Free,iNFINITE Production,Nov 27 2018,n/a,93.0,31
Alchemia: Creatio Ex Nihilo,"Adventure, Indie, Strategy, Early Access",$19.99,Space Paca Games,Jul 28 2022,n/a,88.0,18
Crypterion,"Adventure, Casual, Indie, Simulation, Early Access",$9.99,Roencia,Nov 17 2020,n/a,100.0,12
The Fantastic Kitty Rue,Indie,$5.99,"Ink Rose Inc, Studio SyndiCat, TYM Studio",Dec 15 2022,n/a,92.0,13
Boots Quest DX,"Adventure, Casual, Indie, RPG",$9.99,Harrison Lemke,Nov 25 2022,n/a,100.0,43
Crusader Kings Complete,Strategy,$9.99,Paradox Development Studio,Feb 14 2012,n/a,67.0,154
Unalive,"Action, Indie",$4.99,RandomSpin,Jan 5 2017,n/a,69.0,157
ConnecTank,"Action, Casual, Strategy",$29.99,"YummyYummyTummy, Tamatin Entertainment",Sep 28 2021,n/a,100.0,13
King Of Water,"Adventure, Casual, Indie, Simulation, Free To Play",$0.99,Little Studio,Nov 5 2022,n/a,93.0,31
Soulknight Survivor,Action,$6.99,SE Development,Dec 1 2023,n/a,63.0,11
Warehouse and Logistics Simulator,Simulation,$5.99,app2fun,Feb 25 2014,n/a,42.0,95
Secrets of Me,Adventure,$15.99,Dogenzaka Lab,Oct 4 2016,n/a,67.0,49
The Knight Witch,"Action, Adventure, Indie",$19.99,Super Mega Team,Nov 29 2022,n/a,73.0,436
Select Oblige,"Adventure, Casual",$29.99,Madosoft,Nov 8 2024,n/a,87.0,94
Let's Play! Oink Games,Casual,$24.99,Oink Games Inc.,Jul 6 2022,n/a,80.0,50
Tiny Terry's Turbo Trip,"Adventure, Casual, Indie, RPG",$17.99,snekflat,May 30 2024,n/a,96.0,725
Bendy and the Dark Revival,"Action, Adventure",$29.99,Joey Drew Studios,Nov 15 2022,n/a,93.0,10488
Counterpick Labs,"Action, Indie, Free To Play, Early Access",Free To Play,UrbanMotmot,Jul 12 2024,n/a,88.0,71
Welcome to Moreytown,"Adventure, Indie, RPG",$4.99,Choice of Games,May 5 2017,n/a,80.0,41
Nightly Maintenance,"Action, Adventure, Indie, Strategy",$9.99,TWhippp Games,Dec 2 2023,n/a,90.0,11
Master RNG,"Casual, Simulation, Free To Play",Free To Play,Nine Volt Design,Sep 12 2024,n/a,54.0,11
ChefU,"Action, Casual, Simulation",$29.99,Lockem Reality,Aug 28 2017,n/a,24.0,49
Faerie Afterlight,"Action, Adventure, Indie",$19.99,Clay Game Studio,Sep 28 2023,n/a,70.0,77
Alter World,Indie,$4.99,Giorgi Abelashvili,May 29 2015,n/a,69.0,83
HAM-MASTER,"Adventure, Casual, Indie",$1.99,Maick Paim,Nov 8 2019,n/a,100.0,17
Reimu's Weird little adventure,"Casual, Indie, RPG",$1.99,Potato Chip With Onion Dip,Dec 30 2020,n/a,96.0,25
Skies Above,"Action, Adventure, Casual, Indie",$11.99,HungryDingo,Sep 25 2024,n/a,100.0,13
Thriller Garden,"Action, Casual, Indie, Early Access",$5.99,BlackDrop Workshop,Nov 19 2023,n/a,76.0,13
I was rebuilt,"Action, Adventure, Casual, Indie",$3.99,Gurila Ware Games,Jun 28 2018,n/a,50.0,24
Out of Nowhere,"Action, Adventure, Indie",$3.99,Fazedor De Jogos,Feb 16 2024,n/a,85.0,14
Akash: Path of the Five,"Adventure, Indie, Simulation",$14.99,"Truant Pixel, LLC",Oct 1 2019,n/a,91.0,109
ScrapDown,"Action, Free To Play",Free To Play,"Ichigames Co.,Ltd",Jun 26 2024,n/a,100.0,21
Trap Shrine,Casual,$9.99,No Strike,Mar 29 2019,n/a,94.0,1433
Stardust Valkyries,"Action, Indie",$9.99,Nucko Games,Sep 15 2022,n/a,85.0,34
Desktop Girls,"Animation & Modeling, Design & Illustration, Utilities",$3.99,Sin's Temptation,Mar 22 2019,n/a,70.0,60
GearCity,"Indie, Simulation, Strategy",$19.99,Visual Entertainment And Technologies,Jan 14 2022,n/a,88.0,1272
Bunny Sudoku,"Casual, Indie, Strategy",$2.99,DillyFrame,Nov 29 2019,n/a,81.0,11
PHOTON CUBE,"Action, Casual, Indie",$6.99,SMILEAXE,Jun 27 2018,n/a,100.0,11
Eyes: The Horror Game,Adventure,$4.99,Fearless Games,May 20 2024,n/a,91.0,251
Task Force Elite,"Action, Indie, Early Access",[],Red Spear Studios LLC,Dec 18 2019,n/a,85.0,194
Girls Cairo Papyrus,"Action, Adventure, Indie, RPG",$4.99,Madsug,May 31 2023,n/a,55.0,70
An Architect's Adventure,"Casual, Indie",$9.99,maou,Mar 25 2023,n/a,100.0,44
Demolition Master - Destruction Simulator,"Action, Indie, Simulation, Early Access",$9.99,KreizLand Games,Feb 28 2023,n/a,75.0,12
Cybershoes,"Action, Sports, Utilities, Game Development",Free,Cybershoes,Feb 12 2020,n/a,88.0,25
Silly Polly Beast Demo,"Action, Adventure, Indie",[],Anji,Oct 11 2024,n/a,95.0,68
Syndrome,"Action, Adventure",$19.99,Camel 101,Oct 6 2016,n/a,70.0,221
Continuum,"Casual, Indie",$1.99,"Jingcheng Yang, Jingcheng Yang",May 27 2019,n/a,80.0,10
ANVIL,Action,$24.99,ACTION SQUARE,Jul 26 2023,n/a,61.0,1911
Koa and the Five Pirates of Mara,"Adventure, Casual, Indie",$19.99,"Chibig, Talpa Games, Undercoders",Jul 27 2023,n/a,89.0,128
