Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Star Drift Evolution,Racing,$14.99,Catze,Aug 27 2021,n/a,94.0,192
Freestyle Ice Skater,Sports,Free,Nandor Makleit,Dec 6 2023,n/a,87.0,24
Oatmeal,"Indie, Simulation",$4.99,Tim Kashani,Jul 30 2021,n/a,94.0,34
EasyMMD,"Casual, Indie, Simulation, Animation & Modeling, Audio Production, Utilities, Video Production",$1.99,Megu Studio,Mar 21 2023,n/a,70.0,24
Seed of Life,"Action, Adventure, Indie, RPG",$24.99,MadLight,Aug 11 2021,n/a,64.0,25
PAW Patrol The Movie: Adventure City Calls,"Action, Adventure",$39.99,Drakhar Studio,Aug 13 2021,n/a,45.0,44
Dark Messiah of Might & Magic,"Action, RPG",$9.99,Arkane Studios,Oct 25 2006,n/a,89.0,7894
PIPELINE RTX,"Casual, Indie, Simulation, Strategy",$11.99,Piece Of Voxel,Feb 24 2022,n/a,69.0,23
The Classrooms,"Action, Early Access",$9.99,"Hillcrest Games Inc., Xefier Games",Oct 28 2022,n/a,88.0,1109
Ripple Effect,"Action, Adventure, Casual, Free To Play, Indie, Simulation, Strategy",Free To Play,"Well Played Studio, Inc",May 31 2017,n/a,69.0,69
The Inner World - The Last Wind Monk,"Adventure, Indie",$19.99,Studio Fizbin,Oct 20 2017,n/a,88.0,367
The Agency of Anomalies: The Last Performance Collector's Edition,"Adventure, Casual",$9.99,Orneon,Jun 12 2017,n/a,70.0,10
Rogue,"Adventure, RPG, Strategy",$2.99,"Epyx, Inc.",Jun 1 1985,n/a,95.0,406
Ryan's Rescue Squad,Adventure,$39.99,Stage Clear Studios,Mar 4 2022,n/a,70.0,10
Voodoo Vince: Remastered,"Action, Adventure",$14.99,"Beep Games, Inc.",Apr 18 2017,n/a,92.0,492
Dofamine,"Adventure, Casual, Indie, Simulation",$19.99,Whale Rock Games,Oct 29 2020,n/a,82.0,141
Brass Town Wrestling,"RPG, Simulation, Sports",$11.99,Empty Teapot,Jan 30 2020,n/a,57.0,14
Plebby Quest: The Crusades,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",$19.99,PiedPipers Team,Apr 8 2020,n/a,86.0,2490
Wells,"Action, Indie",$3.99,Tower Up Studios,Jan 29 2017,n/a,75.0,73
Kaede the Eliminator / Eliminator 小枫,"Action, Indie",$24.99,Moyashi Research Institute,Sep 30 2019,n/a,86.0,530
JUST DASH,"Action, Adventure, Casual, Indie",$2.99,Evil Games,Aug 18 2018,n/a,68.0,16
NERVE,"Action, Indie, Racing",$11.99,Gunfish Games,Feb 16 2021,n/a,92.0,42
Fantasy Gladiators,"Free To Play, Indie, RPG, Simulation",Free,Fatherson Games,Aug 27 2019,n/a,80.0,15
Excavator Simulator VR,Simulation,$4.99,MrJohnWeez,Mar 30 2021,n/a,60.0,58
The Order of the Thorne - The King's Challenge,"Adventure, Indie",$9.99,Infamous Quests,Jan 26 2016,n/a,86.0,95
Striving for Light,"Action, Adventure, Casual, Indie, RPG, Early Access",$14.99,Igniting Spark Games,Nov 29 2021,n/a,75.0,66
守卫魔兽-Guardian of Warcraft,"Action, Casual, Indie, Strategy",$0.99,长生,Mar 26 2021,n/a,84.0,13
FunkyMouse's ISO,"Action, Casual, Indie, Strategy, Early Access",$7.99,FunkyMouse,Sep 13 2024,n/a,51.0,47
FAST BEAT LOOP RACER GT | 環狀賽車GT,Racing,$9.99,"SAINT-FUN INTERNATIONAL CO., LTD.",May 17 2018,n/a,68.0,501
Go-Go Town!,"Indie, Simulation, Strategy, Early Access",$24.99,Prideful Sloth,Jun 18 2024,n/a,93.0,1228
Industries of Titan,"Action, Indie, Simulation, Strategy",$29.99,Brace Yourself Games,Jan 31 2023,n/a,63.0,1457
I commissioned some bees 2,"Casual, Indie",$1.99,Follow the fun,Jun 23 2022,n/a,97.0,85
Left Alone,"Action, Adventure, Indie",$6.99,SpeedTutor,Apr 28 2016,n/a,73.0,583
Okashi Towers,"Action, Indie, Strategy, Free To Play",Free To Play,Blekoh,Jan 26 2024,n/a,96.0,31
A Traveler to unknown Thule,"Adventure, Indie, Free To Play",Free To Play,komasuke,Feb 13 2023,n/a,88.0,34
Tower Of God: One Wish,"Casual, Indie, Strategy",$7.99,Ironcode Gaming,Sep 12 2019,n/a,93.0,15
Lupinball,"Action, Casual, Indie, Sports, Strategy",$9.99,Craftven,Aug 17 2017,n/a,93.0,45
Hentai Neon,"Action, Adventure, Casual, Indie, RPG, Simulation",$1.99,Boom Team,Jan 29 2021,n/a,69.0,13
They Are Billions,Strategy,$29.99,Numantian Games,Jun 18 2019,n/a,85.0,42226
Global Soccer: A Management Game 2017,"Casual, Indie, Simulation, Sports, Strategy",$9.99,"Forever Young Games, Andrea Hochstein",May 24 2017,n/a,52.0,21
Field of Glory II,"Simulation, Strategy",$29.99,Byzantine Games,Oct 12 2017,n/a,87.0,661
Labyrinth: The War on Terror,"Simulation, Strategy",$9.99,"Playdek, Inc.",Oct 21 2022,n/a,78.0,146
Demonheart: Hunters,"Adventure, RPG",$19.99,Rolling Crown,Jan 28 2020,n/a,83.0,260
Spectator 2,"Action, Casual, Indie, Massively Multiplayer, Simulation, Early Access",$12.99,Neko Machine,Feb 5 2024,n/a,77.0,18
Wars and Battles: Normandy,Strategy,$9.99,"Battle Factory, HexWar Games",Feb 9 2018,n/a,83.0,12
Arcade Paradise,"Adventure, Indie, Simulation",$19.99,Nosebleed Interactive,Aug 11 2022,n/a,88.0,922
Depth,"Action, Indie",$19.99,Digital Confectioners,Nov 3 2014,n/a,89.0,23303
HEROish,"Action, Casual, RPG, Strategy",$9.99,Sunblink,Dec 16 2022,n/a,94.0,36
Choice,"Action, Adventure, Indie",$9.99,"Olympic, SP",Nov 20 2017,n/a,63.0,11
Aeterna Noctis,"Action, Adventure, Indie",$29.99,Aeternum Game Studios S.L,Dec 14 2021,n/a,78.0,1305
Cards of Cthulhu,"Action, Indie, RPG",$0.99,Awoker Games,Oct 11 2016,n/a,70.0,296
Love In The Dark,"Casual, Indie, Massively Multiplayer",$4.99,DuoDuoDog,Sep 28 2023,n/a,67.0,61
Knights Hunt,"Action, Indie, Simulation",$0.99,Racing Bros,Mar 20 2018,n/a,48.0,127
How to Survive,"Action, Adventure, RPG",$14.99,Eko Software,Oct 23 2013,n/a,82.0,13859
Kitty May Cry,"Adventure, Casual, Indie, RPG",$8.99,猫咪岛施工队,Nov 13 2022,n/a,81.0,80
Hollow Witch,"Casual, Indie, Strategy",$4.99,Bad Kid Games,Mar 1 2021,n/a,76.0,21
The Longest Journey,"Action, Adventure, RPG",$9.99,Funcom,Nov 17 2000,n/a,89.0,1703
Ray’z Arcade Chronology,Action,$49.99,"M2 Co.,LTD",Sep 25 2023,n/a,90.0,60
Our Secret Below,"Adventure, Indie",$9.99,DarkStone Digital,Jul 10 2020,n/a,87.0,72
Gracia,"Free To Play, Utilities",Free,Gracia,May 21 2024,n/a,72.0,22
Rose and Lotus: Petals of Memories,"Casual, Indie",$14.99,5minlab Corp.,Jun 28 2023,n/a,53.0,15
Hidden Desert War Top-Down 3D,"Action, Casual, Indie, Simulation, Strategy",$199.99,Top-Down Games,Jun 17 2022,n/a,70.0,17
Sun Blast: Star Fighter,"Action, Adventure, Indie",$1.99,OBLONE Software,Apr 2 2015,n/a,61.0,555
Extreme Race,"Action, Casual, Indie, Racing",$0.99,BeMenGo,Jan 21 2022,n/a,66.0,15
Tunnel Escape,"Action, Adventure, Indie, RPG",$19.99,Elzee,Aug 22 2024,n/a,78.0,227
Zoeti,"Adventure, Indie, Strategy",$19.99,"Dusklight CO., LTD.",Apr 20 2023,n/a,80.0,75
Eddie Hill in the Curse of the Skull Medallion,"Action, Indie",Free,Gameinaframe,Apr 29 2021,n/a,93.0,15
The Royal Game of Ur 3D,"Casual, Indie, Strategy",$7.99,coder2k,Apr 8 2022,n/a,94.0,17
peakvox Route Candle for Steam,"Action, Casual, Indie",$2.99,"peakvox, O-TWO inc.",Dec 15 2016,n/a,76.0,13
Hentai DevilGirl,"Casual, Indie, Strategy",$0.99,"GentleDriver, Puzzle L Porject",Dec 1 2022,n/a,93.0,47
Starfighter General,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free To Play",Free To Play,"James Sager III, Steve Reynolds",Nov 21 2020,n/a,91.0,23
Faces of Illusion: The Twin Phantoms,"Adventure, Casual",$14.99,Moonrise Interactive,Jan 19 2017,n/a,64.0,84
Outside the Lines,"Action, Casual, Free To Play, Indie",Free,Tad & Ice Productions,Jul 14 2018,n/a,82.0,168
Lazors,"Casual, Indie",$4.99,Pyrosphere,Sep 25 2016,n/a,90.0,22
monoch room,"Adventure, Casual, Indie",$2.99,Lu,Aug 15 2024,n/a,78.0,23
Fighters Wizards,"Action, Massively Multiplayer, Strategy",$0.99,OuroborOs_,Apr 18 2020,n/a,82.0,34
Hero of the Kingdom III,"Adventure, Casual, Indie, RPG",$9.99,Lonely Troops,Aug 30 2018,n/a,79.0,1106
Happy's Clocks,"Action, Indie",Free To Play,David Montesi Rivas,Aug 19 2022,n/a,58.0,17
Dusk 12,Action,$3.99,Orion Games,Aug 28 2009,n/a,47.0,191
BIOSZARD Corporation,"Action, Adventure, Indie",$4.99,KomBits Game Studio,May 3 2019,n/a,84.0,26
Sherlock Holmes Consulting Detective: The Case of the Mummy's Curse,Adventure,$3.99,Zojoi,Jun 8 2015,n/a,66.0,54
Manipulated,Indie,$2.99,Wolfray Entertainment,Mar 28 2017,n/a,86.0,37
Magical Mysteries: Path of the Sorceress,"Adventure, Casual, Indie, RPG, Strategy",$4.99,Alder Games,Aug 18 2017,n/a,60.0,20
270 | Two Seventy US Election,Strategy,Free,Political Games LLC,May 15 2018,n/a,75.0,955
Tender: Creature Comforts,"Casual, Indie, Simulation",$9.99,"Kenny Sun, Gideon Lazarus, Jie En Lee",May 28 2021,n/a,90.0,87
Craft The World,"Indie, RPG, Simulation, Strategy",$18.99,Dekovir Entertainment,Nov 24 2014,n/a,88.0,13503
When the Light Dies,Action,$4.99,"Electric Monkeys, Secret Level Studios",Oct 28 2024,n/a,72.0,43
The Smurfs - Mission Vileaf,"Action, Adventure",$19.99,OSome Studio,Oct 26 2021,n/a,86.0,271
瞳：祈愿 VR / Pupil: Wandering VR,"Adventure, Indie, Early Access",$11.99,Spoon Network,May 7 2019,n/a,64.0,115
Demon's Wrath,"Adventure, Casual, Free To Play, Indie, RPG, Simulation, Early Access",Free To Play,Astra Games LLC,Mar 25 2023,n/a,72.0,11
3 Minutes to Midnight - A Comedy Graphic Adventure,"Adventure, Casual, Indie",$24.99,Scarecrow Studio,Aug 22 2024,n/a,88.0,119
BRAWL,"Action, Indie",$14.99,Bloober Team SA,Aug 13 2015,n/a,71.0,45
𝄞Gaia's Melody: ECHOED MELODIES,"Adventure, Indie, RPG",$5.99,Echo607,Oct 20 2017,n/a,95.0,48
Criminal Girls: Invite Only,"RPG, Strategy",$19.99,"Nippon Ichi Software, Inc.",Jan 11 2017,n/a,78.0,537
Imperial Glory,Strategy,$4.99,Pyro Studios,May 15 2005,n/a,77.0,1079
Age of Viking Conquest,"Indie, Simulation, Strategy",$4.99,Nemoïd Apps,Sep 19 2018,n/a,64.0,42
Elven Legacy: Siege,Strategy,$1.99,1C:InoCo,Nov 17 2009,n/a,70.0,17
MOMO.EXE VR,"Action, Adventure, Indie",$9.99,Dymchick1,Aug 14 2020,n/a,84.0,19
Elisa: Seduce the Innkeeper,"Casual, Indie",$4.99,Neoclassic Games,Sep 25 2017,n/a,71.0,190
CHR$(143),"Indie, Simulation",$7.99,Nicolas Jean,Aug 4 2021,n/a,95.0,66
Dungeons: The Eye of Draconus,"Action, Adventure, Casual, Indie",$2.99,SuckerFree Games,Aug 1 2014,n/a,54.0,72
Border Patrol,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$4.99,qianmo interact,Aug 16 2024,n/a,58.0,12
Blankspace,"Adventure, Casual, Indie",$9.99,NoBreadStudio,Jul 23 2020,n/a,91.0,62
The Druid,"Action, Adventure, Indie, Free To Play",Free,NAO Studios,May 24 2023,n/a,85.0,128
Penny's Path,"Adventure, Casual",Free,Strategic Thinking LLC,Jul 24 2020,n/a,73.0,19
KóterGame,"Adventure, Free To Play, Indie, RPG",Free To Play,Dzsembori,Jan 11 2004,n/a,90.0,70
TSA Frisky,"Indie, Simulation",Free,Out There Entertainment,May 17 2018,n/a,56.0,37
A Tale of Two Kingdoms,"Adventure, Indie",$11.99,Crystal Shard,Oct 31 2017,n/a,91.0,23
UNTITLED,Indie,Free To Play,Bean Boy Games,Jun 2 2017,n/a,92.0,55
IMAZE.EXE 2,"Adventure, Casual, Indie",$0.99,AFBIK Studio,Dec 14 2018,n/a,63.0,19
Reach the Summit,"Adventure, Casual, Indie",$4.99,xproject,Jan 15 2021,n/a,67.0,28
Minimal Maze,"Casual, Indie, Strategy",$0.99,Blue.Owl,Jul 17 2020,n/a,91.0,23
Plastic Rebellion,"Indie, Strategy",$9.99,Detalion Games S.A.,Sep 23 2020,n/a,63.0,22
Solstice Chronicles: MIA,Action,$14.99,Ironward,Jul 26 2017,n/a,69.0,236
Tear of Time: Lost memory,Adventure,$3.99,SIMPRA ORG,Mar 1 2022,n/a,100.0,13
VIDEO GAME,"Action, Indie, Sports",Free,Luke Sanderson,Nov 12 2018,n/a,79.0,24
SphereCats,"Casual, Indie",$3.99,Palomar Games,Jul 23 2024,n/a,100.0,16
Vinterget,"Action, Adventure, Indie",$2.99,Baruhara,Sep 19 2023,n/a,100.0,11
cyan,"Action, Adventure, Indie",$1.99,Aged Immortals,Dec 22 2020,n/a,55.0,69
Dragon's Lair,"Action, Adventure, Casual",$9.99,Digital Leisure Inc.,Jun 19 1983,n/a,78.0,592
STARDROP,"Adventure, Casual, Indie",$11.99,Joure Visser,Feb 14 2019,n/a,87.0,230
Puzzle Monarch: Vampires,"Casual, Indie, Strategy",$4.99,Ripknot Systems,Aug 9 2018,n/a,55.0,20
Zool Redimensioned,"Action, Adventure",$9.99,Sumo Digital Academy,Aug 18 2021,n/a,96.0,125
Goblin Keep,"Action, Adventure, Casual, Indie",Free To Play,Black Lake Entertainment,Dec 13 2023,n/a,66.0,21
Clash of Stars,"Free To Play, Massively Multiplayer, RPG, Simulation, Strategy",Free,Star Magic,Jul 16 2023,n/a,56.0,25
Bound Up & Squirming!,"Action, Adventure, Casual, Indie, Simulation",$4.99,Stegersaurus Software Inc.,Apr 25 2019,n/a,93.0,29
Subject 264,"Adventure, Indie",$4.99,Virtual Guys,Dec 12 2018,n/a,86.0,22
iFactor,"Casual, Indie",Free To Play,10101 Software,Jan 9 2016,n/a,57.0,40
Space Haven,"Indie, RPG, Simulation, Strategy, Early Access",$22.99,Bugbyte Ltd.,May 21 2020,n/a,86.0,7805
Kero Blaster,"Action, Adventure, Indie",$9.99,Studio Pixel,Nov 11 2015,n/a,94.0,1004
Time Killers: CatchOut,"Action, Casual, Strategy",Free To Play,Space Fractal,Oct 31 2017,n/a,75.0,12
Boobs vs Zombies,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$9.99,Juicy Melons Inc.,Aug 1 2019,n/a,58.0,24
Pixel Puzzles 2: Anime,"Action, Casual, Indie, Simulation, Strategy",$4.99,Pixel Puzzles,Mar 27 2015,n/a,80.0,170
A Turd's Life,"Action, Early Access",$2.99,Bergie Games,May 15 2018,n/a,90.0,10
Mission in Snowdriftland,"Action, Adventure, Casual, Indie",$6.99,tons of bits,Dec 1 2021,n/a,95.0,195
THE DREADFUL SPACE,"Action, Adventure, Casual, Indie",$0.99,Caztellary Studio,Apr 30 2022,n/a,94.0,17
Hentai Senpai: Cosmic Beauties,"Casual, Free To Play",Free To Play,Kink Master Studios,Feb 8 2024,n/a,76.0,63
Chaos on Deponia,"Adventure, Indie",$19.99,Daedalic Entertainment,Nov 6 2012,n/a,90.0,2157
Dungeons & Bombs,Indie,$0.99,PigeonDev,Sep 22 2020,n/a,92.0,14
Californium,"Adventure, Casual, Indie, Simulation",$6.99,"Darjeeling, Nova Production, ARTE France",Feb 17 2016,n/a,69.0,234
GunDeck[100],"Action, Indie",$4.99,Dos Jamones,Oct 15 2023,n/a,92.0,26
Thea: The Awakening,"Indie, RPG, Strategy",$19.99,MuHa Games,Nov 20 2015,n/a,88.0,3201
Car Crash Couch Party,"Casual, Free To Play, Indie, Racing, Sports",Free,Fogbound,Jan 31 2018,n/a,50.0,32
Koo & Yuu,"Casual, Indie",$0.99,BlueFront,Dec 26 2019,n/a,95.0,23
Romance of Raskya,Indie,$4.99,"Basileus Games, LLC",Jun 2 2021,n/a,90.0,10
RAYGUN COMMANDO VR 2,"Action, Casual, Indie",Free,Chun Y.,Jan 5 2020,n/a,54.0,11
Scavenger of Dunomini,"Action, Indie, Strategy",$5.99,PUNKCAKE Delicieux,Sep 13 2023,n/a,100.0,12
MegaRace 1,"Action, Racing",$2.99,"Cryo Interactive, Jordan Freeman Group",Mar 28 1994,n/a,76.0,21
A Shopping Trip to Eklan Tor,"Adventure, Casual, Free To Play, Indie",Free,Glass Kettle Games,Sep 18 2020,n/a,99.0,223
Sector Sweep,"Action, Indie, Early Access",$2.99,Moonlit S.A.,Nov 3 2022,n/a,83.0,12
Peak Darkness,"Action, Adventure, Casual, Indie, Strategy, Free To Play",Free To Play,"Invisible Ghost Studios, LLC",Oct 31 2022,n/a,76.0,13
DragoDino,"Action, Indie",$11.99,TealRocks Studio,Jun 20 2017,n/a,90.0,10
NOX TIMORE REMAKE,"Casual, Indie",Free To Play,Vidas Salavejus,Sep 28 2022,n/a,78.0,152
INSPIRE,"Action, Adventure, RPG",$8.99,Nick Housmans,Apr 12 2024,n/a,84.0,19
Ren's Demons I,RPG,Free To Play,yo252yo,Aug 8 2022,n/a,82.0,17
DRAGON BALL: Sparking! ZERO,Action,$69.99,"Spike Chunsoft Co., Ltd.",Oct 10 2024,n/a,91.0,34974
Bean and Nothingness,"Casual, Indie",$11.99,RBOR Games,Dec 1 2021,n/a,98.0,136
Syberia: The World Before,Adventure,$39.99,Microids Studio Paris,Mar 18 2022,n/a,90.0,3139
Ys X: Nordics,"Action, Adventure, RPG",$59.99,"Nihon Falcom, PH3 GmbH",Oct 25 2024,n/a,89.0,328
Synthwave Burnout,"Action, Indie, Racing, Sports, Early Access",$11.99,Whale Rock Games,Sep 4 2021,n/a,80.0,197
Tiny Battles: Prologue,"Casual, Indie, Strategy",Free To Play,MyDreamForever,Jan 19 2024,n/a,90.0,21
TwinCop,"Action, Adventure, Indie",$14.99,Finite Reflection Studios,May 10 2019,n/a,89.0,28
Sacred Earth - Alternative,"Indie, RPG",Free,"Sacred Star Team, MirageV",Jan 5 2023,n/a,100.0,15
TailQuest Defense,"Action, Adventure, Casual, Indie, Strategy",$9.99,Kivano,Jun 1 2023,n/a,96.0,27
Cool Kid Cody,"Adventure, Indie, RPG",Free To Play,"Denny Truong, Andy Schneider",Apr 8 2022,n/a,97.0,120
Cat Burglar: A Tail of Purrsuit,"Adventure, Casual, Indie",Free,Gamers for Good,Mar 5 2019,n/a,92.0,371
Returner 77,"Adventure, Indie",$7.99,"Fantastic, yes",Apr 11 2018,n/a,68.0,50
Dragon Cliff,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$9.99,Meta Interaction,May 11 2018,n/a,89.0,7006
Steno Arcade,"Casual, Free To Play, Indie, Early Access",Free To Play,For All To Play,Mar 30 2016,n/a,77.0,176
DawnWander,"Action, Adventure, Indie, Simulation, Early Access",$9.99,DarkTree Development,Jun 22 2021,n/a,23.0,17
G String,"Action, Adventure, Indie",$17.99,"Eyaura, LunchHouse Software",Oct 16 2020,n/a,82.0,830
Call Me Skyfish,Action,Free,UPLN,Jun 11 2011,n/a,55.0,18
Stress explosion,"Action, Casual, Indie, Simulation",$7.99,Andymente,Jun 21 2020,n/a,84.0,25
Cthulhu: Death Escape / 克苏鲁:死亡逃脱 Prototype,"Action, Adventure, Indie, Simulation, Free To Play",Free To Play,Darktree Game Studio,Jan 15 2022,n/a,72.0,140
Seraph,Action,$3.99,Dreadbit,Sep 20 2016,n/a,80.0,370
Beam,"Action, Adventure, Indie",$18.99,Binary Impact,Sep 29 2020,n/a,87.0,39
LABYRINTH OF TOUHOU - GENSOKYO AND THE HEAVEN-PIERCING TREE,"Adventure, Indie, RPG",$29.99,"Nise-Eikoku Studio, CUBETYPE",Aug 23 2021,n/a,90.0,308
Rogue Door Defense,"Casual, Strategy",$8.99,brimselGames,Aug 16 2022,n/a,72.0,18
Bunny Dance,"Casual, Indie, Simulation",$6.99,EastFog Studios,Nov 11 2021,n/a,36.0,11
Intense! Miyu-chan and Teacher's Rock-Paper-Scissors battle!,"Casual, Indie, RPG, Strategy",$3.99,ぽんこん堂,Sep 13 2024,n/a,90.0,11
Star Fighter,"Action, Adventure, Casual, Indie, RPG, Simulation",$0.99,Boom Games,Oct 1 2021,n/a,58.0,12
Midnight Prowl,"Casual, Indie, Simulation",$2.99,Yamoto,Sep 27 2023,n/a,65.0,40
Redgar: The Space Viking,"Action, Adventure",$14.99,Kamara Creations,Nov 7 2023,n/a,100.0,23
Grow Home,"Adventure, Casual, Indie",$7.99,"Reflections, a Ubisoft Studio",Feb 4 2015,n/a,93.0,3754
The OG Cake Factory Demo,"Action, Adventure, Indie, Simulation",[],Glaseeze,Aug 3 2024,n/a,96.0,25
Cult Of Babel : Prologue,"Action, Casual, RPG",Free To Play,Menacing Aura Games,Aug 15 2022,n/a,84.0,57
Age of Gladiators II: Rome,"Indie, RPG, Sports, Strategy",$19.99,Creative Storm Entertainment,Aug 21 2018,n/a,67.0,246
Prehistoric Hunt,"Action, Adventure, Indie, Simulation, Early Access",$17.99,Antiproto Studios,Dec 1 2020,n/a,81.0,351
Heads Run,"Action, Indie",$3.99,kassstwa,Jan 11 2018,n/a,90.0,31
DRAGON: A Game About a Dragon,"Adventure, Indie",$4.99,Games With Dragons In,Apr 24 2015,n/a,69.0,481
Legendary Hoplite,"Action, Adventure, Indie, RPG, Strategy",$14.99,TripleBricksGames,Feb 2 2024,n/a,67.0,291
Jewel Match Solitaire L'Amour,"Casual, Indie",$9.99,Suricate Software,Feb 14 2019,n/a,93.0,45
iubes:2,"Indie, Strategy",$14.99,Codrer,Dec 13 2017,n/a,60.0,20
Busty Milf and Summer Country Sex Life,"Indie, Simulation",$22.99,MikanBatake,Apr 25 2024,n/a,90.0,31
Cherophobia,"Adventure, Indie",$2.99,Worst Event,Jun 6 2024,n/a,92.0,14
Verho Demo,"Adventure, Indie, RPG",[],Kasur Games,Oct 23 2024,n/a,100.0,12
Spiritfarer®: Farewell Edition,"Adventure, Indie, Simulation",$29.99,Thunder Lotus Games,Aug 18 2020,n/a,95.0,34843
International Space Banana,"Casual, Indie, Simulation",$0.99,Cool Scooter Software,Mar 31 2021,n/a,94.0,76
Swords 'n Magic and Stuff,"Adventure, Casual, Indie, RPG, Simulation, Early Access",$24.99,Kindred Games,Sep 8 2020,n/a,92.0,812
As We Know It,"Casual, Indie, Simulation",$14.99,Jaime Scribbles Games,May 8 2019,n/a,65.0,20
Hentai Neighbors,Casual,$0.99,Mature Games,Oct 17 2018,n/a,77.0,616
Survival Classic,"Action, Adventure, Indie, Massively Multiplayer, Simulation",$12.99,TB Games,Jan 22 2021,n/a,66.0,298
RAILED,"Casual, Indie, Strategy",$1.99,WarGem LLC,Aug 30 2019,n/a,64.0,14
Alchemia Story,"Massively Multiplayer, RPG, Free To Play",Free To Play,"Asobimo, Inc.",Feb 22 2023,n/a,61.0,274
UpBoll,"Casual, Indie, Early Access",Free To Play,Morningstar Studios,Jul 29 2020,n/a,91.0,12
Darkest Hunters,"Adventure, Casual, Indie, RPG, Strategy",$5.99,ECC GAMES S.A.,Sep 27 2017,n/a,50.0,75
TRISTOY,"Action, Adventure, Indie",$6.99,Uniworlds Game Studios,Jan 15 2015,n/a,65.0,58
Galaxy Splitter,"Action, Free To Play",Free To Play,NeoBird,Jun 14 2022,n/a,57.0,28
The Monarch,"Casual, Indie, Simulation, Strategy",$4.99,Citadel Games,Oct 2 2024,n/a,77.0,84
Zulu Response,"Action, Indie, Simulation, Strategy",$14.99,Web Interactive Solutions.,Jun 12 2017,n/a,43.0,46
Sky Valley,"Casual, Indie, Racing, Simulation",$1.99,Evgenii Gubanov,Aug 4 2016,n/a,68.0,50
The Lost Soul,"Adventure, Casual, Indie",$2.99,Polovey Alexander,Nov 15 2018,n/a,90.0,10
Dark Fall: Lost Souls,"Adventure, Indie",$12.99,Darkling Room,Apr 21 2010,n/a,62.0,195
The Safe Place,"Adventure, Indie",$11.99,Anate Studio,Mar 22 2023,n/a,92.0,77
Enemy Engaged 2: Desert Operations,"Action, Simulation",$8.99,G2 Games,Apr 18 2022,n/a,30.0,10
Voxel Turf,"Action, Indie, Simulation, Strategy",$7.99,L Twigger,Sep 13 2017,n/a,87.0,512
Idol Hands 2,"Casual, Indie, RPG, Simulation",$10.99,"樹懶叫工作室, Maker製造機, sloth gamer",Mar 12 2023,n/a,91.0,565
Samurai war era Hunter,"Casual, Indie, Simulation, Strategy",Free To Play,CaPax,Jan 15 2022,n/a,42.0,19
No More Money - Season 1,Indie,Free,RoyalCandy,Dec 26 2022,n/a,78.0,806
AutoHeroes,"Action, Indie, RPG, Strategy",$4.99,Challenging Games,Jan 20 2024,n/a,53.0,15
VR2: Vacate 2 Rooms (Virtual Reality Escape),"Adventure, Indie",$5.99,hOSHI,Jul 16 2018,n/a,70.0,24
Akari and the Abyss,"Adventure, Indie, RPG",$13.99,Ofuro Works,Mar 1 2024,n/a,73.0,23
Zero Hour,"Action, Simulation, Strategy",$18.99,"M7 Productions, Attrito",Sep 9 2024,n/a,80.0,25566
The Red Stare,"Action, Free To Play, Indie",Free,Play:D,Jul 31 2017,n/a,88.0,454
Harem Girl: Nikki,"Adventure, Casual, Indie, RPG, Simulation, Free To Play",Free,Dharker Studios,Mar 30 2020,n/a,67.0,143
Jigsaw Novel - Futanari Nurse,"Casual, Indie",$1.99,EroticGamesClub,Mar 30 2022,n/a,46.0,13
Warrior Kings,Strategy,$8.99,Black Cactus,Apr 13 2002,n/a,77.0,95
DoDonPachi Resurrection,Action,$29.99,"CAVE Interactive CO.,LTD.",Oct 13 2016,n/a,96.0,839
Dimension of Monster Girls,"Casual, Indie, Simulation",$4.99,RhinoGearz,Apr 13 2018,n/a,88.0,145
Super Pilot,"Indie, Racing, Early Access",$12.99,dopagames,Sep 17 2018,n/a,91.0,135
RAYGUN COMMANDO VR 2,"Action, Casual, Indie",Free,Chun Y.,Jan 5 2020,n/a,54.0,11
Damned Daniel,"Adventure, Indie, RPG",$2.99,Red Mouse Games,Nov 30 2018,n/a,96.0,102
Windblown,"Action, Indie, Early Access",$24.99,Motion Twin,Oct 24 2024,n/a,89.0,3881
GunsBox VR,"Action, Indie, Simulation, Early Access",$15.99,MadZone Games,Feb 1 2022,n/a,81.0,33
Taxer Inc,"Indie, Simulation, Strategy, Early Access",$7.99,Hamsters Gaming,Feb 17 2021,n/a,42.0,57
